"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
406,"NCT03027037","Perinatal Emotion and Relationships Longitudinal Study","PEARLS","Completed","No Results Available","Depression, Postpartum",,"Occurrence of mood episodes and anxiety disorders|Mood and anxiety symptoms|Emotion reactivity and regulation|Empathic accuracy|Prosocial behavior|Well-being and social support|Parenting sensitivity, efficacy, stress, bond with infant","University of Colorado, Boulder|John Templeton Foundation|Emory University|University of Michigan|Columbia University|Queen's University","Female","18 Years and older   (Adult, Older Adult)",,"150","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","49683","November 2015","January 2018","January 2018","January 20, 2017",,"March 31, 2020","University of Colorado Boulder, Boulder, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT03027037"
407,"NCT02454322","The Effect of Magnesium on Maternal Mood, Cognitive Function, and Birth Experience",,"Completed","No Results Available","Depression, Postpartum","Drug: Magnesium Sulfate","Frequency of Postpartum Depression|Cognitive Function (measured using the Salthouse Digit Comparison and Size Judgment Span tests)|Pain (Self-reported)","Northwestern University","Female","18 Years and older   (Adult, Older Adult)",,"300","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","IRB #200388","May 2015","November 2020","December 2021","May 27, 2015",,"May 5, 2022","Northwestern Memorial Hospital, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT02454322"
408,"NCT01587729","IMI PROTECT(WP2): Antidepressants & Fractures",,"Completed","No Results Available","Depression, Postpartum","Drug: Tricyclic AD (TCAs) and selective serotonin re-uptake inhibitors (SSRIs) antidepressants","First fracture of hip or femur during the study period","GlaxoSmithKline","All","18 Years and older   (Adult, Older Adult)",,"1","Industry","Observational","Time Perspective: Retrospective","115734|WEUKBRE5556","November 2011","July 2014","July 2014","April 30, 2012",,"March 27, 2015",,,"https://ClinicalTrials.gov/show/NCT01587729"
409,"NCT06246214","From Prevention to Treatment: How Biological Rhythms Can Maintain Perinatal Mental Health",,"Active, not recruiting","No Results Available","Depression, Postpartum|Anxiety State","Device: Blue Light Therapy|Device: ControlLT","Depressive symptoms|Anxiety symptoms","Hospital de Clinicas de Porto Alegre|Federal University of Rio Grande do Sul","Female","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","150","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","2022-0584","January 4, 2024","May 2027","May 2027","February 7, 2024",,"February 7, 2024","Hospital de Clínicas de Porto Alegre, Porto Alegre, Rio Grande Do Sul, Brazil",,"https://ClinicalTrials.gov/show/NCT06246214"
410,"NCT02790905","Validating the Patient Health Questionnaire in Pregnant and Post-partum Migrant Women",,"Completed","No Results Available","Depression",,"Validity of Patient Health Questionnaire-9 (PHQ-9)|Validity of Refugee Health Screener-15 (RHS-15) questionnaire|Reliability of Patient Health Questionnaire-9 (PHQ-9)|Reliability of Refugee Health Screener-15 (RHS-15) questionnaire|Sensitivity of Patient Health Questionnaire-9 (PHQ-9)|Sensitivity of Refugee Health Screener-15 (RHS-15) questionnaire|Specificity of Patient Health Questionnaire-9 (PHQ-9)|Specificity of Refugee Health Screener-15 (RHS-15) questionnaire|Positive predictive value for each of Patient Health Questionnaire-9 (PHQ-9)|Positive predictive value for each of Refugee Health Screener-15 (RHS-15) questionnaire|Negative predictive value for each of Patient Health Questionnaire-9 (PHQ-9)|Negative predictive value for each of Refugee Health Screener-15 (RHS-15) questionnaire","University of Oxford","Female","18 Years and older   (Adult, Older Adult)",,"370","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","SMRU1503","September 2015","September 30, 2016","September 30, 2016","June 6, 2016",,"October 6, 2017","Shoklo Malaria Research Unit, Mae Sot, Tak, Thailand",,"https://ClinicalTrials.gov/show/NCT02790905"
411,"NCT04836585","eMBC for Perinatal Depression and Anxiety","eMBC","Active, not recruiting","No Results Available","Depression, Postpartum|Anxiety","Other: eMBC Intervention","Feasibility of the trial protocol: Recruitment|Feasibility of the trial protocol: Participant Acceptability|Feasibility of the trial protocol: Provider Acceptability|Feasibility of the trial protocol: Adherence|Clinical outcomes - clinician-assessed depression symptoms|Clinical outcomes - self-report depression symptoms|Clinical outcomes - anxiety symptoms|Clinical outcomes - functional capacity|Clinical outcomes - social functioning|Clinical outcomes - antidepressant side effects","Women's College Hospital","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","42","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Health Services Research","2020-0090-B","January 4, 2022","October 27, 2023","June 2024","April 8, 2021",,"October 31, 2023","Women's College Hospital, Toronto, Ontario, Canada",,"https://ClinicalTrials.gov/show/NCT04836585"
412,"NCT00745537","T- BOOM Teens--Building Options and Opportunities for Moms","T-BOOM","Completed","No Results Available","Postpartum Major Depression","Other: repeated mood measures and phone depression care management","Severity of PPD will be assessed with the Children's Depression Rating Scale (CDRS).|Edinburgh Postnatal Depression Scale|Center for Epidemiologic Studies of Depression instrument (CES-D)|A specific measure of functioning at school or work and with peers, the Children's Global Assessment of Functioning (C-GAS) will be obtained.|The Social Function-12 (SF-12; Ware et al., 1993) is the most widely used measure of health-related functioning.|The Inventory of Functional Status after Birth (IFSAC) was used in studies of postpartum women to measure the woman's readiness to assume infant care and resume usual activities (Fawcett et al., 1988).|To assess the mother-infant relational quality, the Gratification in the Maternal Role (GRAT) is a 14-item checklist in which women rate each item on a 5 point scale (Mercer, 1985).","University of Pittsburgh","Female","10 Years to 17 Years   (Child)","Not Applicable","23","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","B7473","April 2008","December 2010","December 2010","September 3, 2008",,"May 28, 2015","University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT00745537"
413,"NCT03573713","Decreasing Stunting by Reducing Maternal Depression in Uganda: A Cluster Randomized Controlled Trial (CRCT) for Improved Nutrition Outcomes",,"Completed","No Results Available","Depression, Postpartum|Malnutrition, Child","Other: Care Groups|Behavioral: IPT-G","Change in scores of KPC Survey of maternal and child health and nutrition behaviors|Score of survey on home management, referral and care seeking for children|Score of survey on infant and young child feeding practices|Score of survey on water usage, sanitation and hygiene practices|Score of survey on knowledge and utility of preventive services available at local health facilities|Score of survey on family planning practices","Food for the Hungry|Teachers College, Columbia University|Johns Hopkins University","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","1248","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","FHU-ECF","September 11, 2017","April 15, 2019","April 15, 2019","June 29, 2018",,"February 7, 2020","FH Uganda - Kitgum, Kitgum, Uganda",,"https://ClinicalTrials.gov/show/NCT03573713"
414,"NCT00711971","Does Fish Oil Prevent Depression in Pregnancy and Postpartum?",,"Completed","Has Results","Depression","Drug: EPA-rich fish oil supplement|Drug: DHA-rich fish oil supplement|Drug: placebo","Beck Depression Inventory","University of Michigan|National Center for Complementary and Integrative Health (NCCIH)","Female","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","126","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Prevention","HUM00004684|R21AT004166-01A1","September 2008","August 2012","January 2013","July 9, 2008","April 28, 2017","April 28, 2017","University of Michigan Hospital, Ann Arbor, Michigan, United States",,"https://ClinicalTrials.gov/show/NCT00711971"
415,"NCT05353491","Thinking Healthy Program-Technology Assisted (THP-TA)","THP-TA","Active, not recruiting","No Results Available","Perinatal Depression|Depression, Postpartum","Behavioral: Technology assisted Thinking Healthy Program (THP-TA)|Behavioral: Standard Thinking Healthy Program","Remission rates of perinatal depression|Sustained remission rates of perinatal depression|Change in severity of perinatal depressive symptoms|Change in severity of perinatal anxiety symptoms|Change in maternal Quality of Life|Change in disability using the World Health Organization Disability Assessment Schedule 2.0|Service use and costs|Infant nutrition/breastfeeding|Family planning practices|Infant Immunization Status|Maternal Social support|Parental time spent in play with the infant|Diarrheal episodes among infants|Acute upper respiratory tract infections among infants","Human Development Research Foundation, Pakistan|Shifa Tameer-e-Millat University|University of Liverpool","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","980","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Treatment","UoL001668|NIHR200817","June 13, 2022","May 1, 2024","September 30, 2024","April 29, 2022",,"March 22, 2024","Human Development Research Foundation, Rawalpindi, Punjab, Pakistan","""Informed Consent Form"", https://classic.clinicaltrials.gov/ProvidedDocs/91/NCT05353491/ICF_000.pdf","https://ClinicalTrials.gov/show/NCT05353491"
416,"NCT05820958","Intensified Tactile Contact With a Newborn Andt Emotional Transformation of the Mother",,"Completed","No Results Available","Parturition|Depression, Postpartum","Other: Shantali massage","Change in Edinburgh Postnatal Depression Scale|Change in The Hospital Anxiety and Depression Scale|Change in Positive and Negative Affect Schedule questionnaire|Change in Parenting Sense of Competence questionnaire","The Jerzy Kukuczka Academy of Physical Education in Katowice","Female","18 Years to 40 Years   (Adult)","Not Applicable","43","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Supportive Care","8/2017","January 10, 2021","February 14, 2022","April 10, 2022","April 20, 2023",,"April 20, 2023","The Jerzy Kukuczka Academy of Physical Education, Katowice, Poland",,"https://ClinicalTrials.gov/show/NCT05820958"
417,"NCT01602913","Type II Diabetes Mellitus in Patients Exposed to Pravastatin and Paroxetine",,"Completed","No Results Available","Depression, Postpartum","Drug: Pravastatin alone|Drug: Paroxetine alone|Drug: Pravastatin and paroxetine combined","Incidence of T2DM defined as having at least 2 diagnostic codes indicating T2DM after the index date, or 1 diagnostic code and 1 prescription of oral anti-diabetic medications or insulin (or Byetta and Victoza) after the index date","GlaxoSmithKline","All","18 Years and older   (Adult, Older Adult)",,"1","Industry","Observational","Observational Model: Cohort|Time Perspective: Retrospective","116554|WEUSKOP5966","December 2011","May 2012","May 2012","May 21, 2012",,"July 2, 2014",,,"https://ClinicalTrials.gov/show/NCT01602913"
418,"NCT02516982","mHealth for Antenatal Mental Health","AMHS","Completed","Has Results","Depression|Pregnancy","Other: Whooley Questions|Other: Edinburgh Postnatal Depression Scale|Other: Momentary questions|Other: Contextual questions","Number of Participants Responding Affirmatively to at Least One Whooley Question According to Survey Layout|Median EPDS Scores According to Survey Layout|Number of Participants at Each EPDS Scoring Interval According to Survey Layout|Number of Participants According to Their Score on Question 10 of the EPDS According to Survey Layout|Adherence With a 6-month Follow-up Protocol|Time Needed to Complete the Whooley Questions and the EPDS According to Survey Layout|Proportion of Participants Requesting Technical Assistance According to Survey Layout|Number of Requests for Technical Assistance by Type of Request and According to Survey Layout","Imperial College London","Female","18 Years and older   (Adult, Older Adult)",,"946","Other","Observational","Observational Model: Other|Time Perspective: Prospective","15IC2687","October 2015","February 2018","August 2018","August 6, 2015","September 23, 2019","September 23, 2019","East Lancashire, Blackburn, United Kingdom|Royal Bolton Hospital, Bolton, United Kingdom|Burton Hospitals, Burton, United Kingdom|The Pennine Acute Hospitals, Crumpsall, United Kingdom|Hinchinbrooke Hospital, Huntingdon, United Kingdom|East Midlands CRN, Lincoln, United Kingdom|Chelsea & Westminster Hospital, London, United Kingdom|Hillingdon Hospitals, London, United Kingdom|Northwick Park Hospital, London, United Kingdom|West Middlesex Hospital, London, United Kingdom|North of England, Newcastle, United Kingdom|Shrewsburty & Telford Hospital, Shrewsbury, United Kingdom|University Hospitals of North Midlands, Stoke-on-Trent, United Kingdom|Wrightington, Wigan and Leigh NHS, Wigan, United Kingdom","""Study Protocol and Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/82/NCT02516982/Prot_SAP_000.pdf","https://ClinicalTrials.gov/show/NCT02516982"
419,"NCT06258655","The Effect of the Close Collaboration With Parents Intervention - Estonian Study",,"Recruiting","No Results Available","Depression, Postpartum|Anxiety","Other: Close Collaboration with Parents","Depression|Anxiety","University of Turku|University of Tartu","All","Child, Adult, Older Adult","Not Applicable","500","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care","SA332962","March 16, 2021","December 30, 2023","February 12, 2024","February 14, 2024",,"February 14, 2024","Sari Ahlqvist-Björkroth, Turku, Finland",,"https://ClinicalTrials.gov/show/NCT06258655"
420,"NCT04847076","Feasibility of M-health Version of ""What Were We Thinking"" Intervention to Promote Maternal Postpartum Mental Health",,"Unknown status","No Results Available","Depression, Postpartum|Anxiety Disorders and Symptoms|Maternal Behavior","Behavioral: m-health version of WWWT intervention|Other: Treatment as usual","Eligibility rate as feasibility indicator|Recruitment rate as feasibility indicator|Percentage of EG participants who receive the 12 psychoeducational modules, who attend the virtual meeting and who -at least- once established contact with the program facilitator|Percentage of participants who finished intervention by group as acceptability indicator|Percentage of participant retention at follow-up by group as acceptability indicator|Changes in maternal postnatal symptoms of depression, according to mean scores obtained with the Edinburgh Postnatal Depression Scale (EPDS)|Change in maternal postnatal symptoms of anxiety according to mean scores obtained with the Perinatal Anxiety Screening Scale (PASS)|Changes on perceived social support according to mean scores obtained with the multidimensional perceived social support scale (MSPSS)|Change in maternal self-efficacy according to mean scores obtained with the Parental Evaluation Scale (PEE)","Universidad del Desarrollo|Instituto Milenio para Investigación en Depresión y Personalidad|Peñalolén County Corporation, Chile","Female","18 Years to 64 Years   (Adult)","Not Applicable","90","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","MIDAP2020FIP1","May 3, 2021","December 2021","December 2021","April 15, 2021",,"October 7, 2021","Primary Health Center San Luis, Santiago, RMN, Chile|Primary Health Center Cardenal Silva Henríquez, Santiago, RM, Chile",,"https://ClinicalTrials.gov/show/NCT04847076"
421,"NCT04998721","A Dyadic Approach to Perinatal Depression in Primary Care: Maternal Infant and Dyadic Care","MInD","Recruiting","No Results Available","Depression, Postpartum|Efficacy, Self|Anxiety","Behavioral: Promoting First Relationships-Brief|Behavioral: Perinatal Collaborative Care","Change from Baseline in Perinatal Depression Symptomology on the Edinburgh Postnatal Depression Scale (EPDS)|Change from Baseline in Parental Self-Efficacy on the Self-Efficacy in a Nurturing Role (SENR)|Change from Postpartum Baseline in Dyadic Interaction|Change from Baseline in Disability on the World Health Organization Disability Assessment Schedule 2.0 (WHODAS)|Change from Postpartum Baseline in Maternal Functioning on the Barkin Index of Maternal Functioning (BIMF)|Relative utilization of MInD vs usual CC|Perceived match of treatment to patient need using Working Alliance Inventory (WAI-SR)","University of Washington|National Institute of Mental Health (NIMH)","Female","18 Years and older   (Adult, Older Adult)","Phase 2","60","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","STUDY00011405|1R34MH124798-01","November 1, 2022","March 1, 2025","June 1, 2025","August 10, 2021",,"December 22, 2023","Amritha Bhat, Seattle, Washington, United States",,"https://ClinicalTrials.gov/show/NCT04998721"
422,"NCT06252155","The Effect of Music Played to Newborn Mothers on Postpartum Blues",,"Completed","No Results Available","Postpartum Blues|Birth Depression|Mothers","Other: Music","Postpartum blues evaluated using the Edinburgh Postpartum Depression Scale|Depression evaluated using the Stein Blues Scale","Trakya University","Female","18 Years to 49 Years   (Adult)","Not Applicable","82","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Supportive Care","2023-03","May 2, 2023","May 4, 2023","January 18, 2024","February 9, 2024",,"February 12, 2024","Bartın University, Bartın, Turkey",,"https://ClinicalTrials.gov/show/NCT06252155"
423,"NCT03247491","Effectiveness of a Mindfulness and Compassion Intervention for Pregnant Women and Their Partners for the Prevention of Stress and Depression During Pregnancy and Breastfeeding",,"Completed","No Results Available","Pregnancy, Childbirth and Postpartum","Behavioral: Mindfulness","Edinburgh postnatal depression scale (EPDS)|Sociodemographic data Gender, age, marital status, education, occupation, economical level|M.I.N.I. International Neuropsychiatric Interview|Client service receipt inventory (CSRI)|Medical data regarding delivery and breastfeeding|Perceived Stress Scale (PSS)|Positive and negative affect (PANAS)|Five Facets and factors of mindfulness (FFMQ)|Self Compassion Scale (SCS)|Self Compassion Scale(SCS)|Parental Evaluation Scale (EEP)","Javier Garcia Campayo|Universidad Nacional de Educación a Distancia|Hospital Miguel Servet","Female","18 Years to 45 Years   (Adult)","Not Applicable","122","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Prevention","50/2014/04","October 1, 2017","October 2, 2019","December 1, 2019","August 11, 2017",,"December 3, 2019","Universidad Nacional de Educacion a Distancia, Valladolid, Spain",,"https://ClinicalTrials.gov/show/NCT03247491"
424,"NCT00043602","Clinician Managed Interpersonal Psychotherapy",,"Completed","No Results Available","Depression|Depression, Postpartum","Behavioral: Standard interpersonal psychotherapy (IPT)|Behavioral: Clinician managed interpersonal psychotherapy (CM-IPT)","Hamilton Rating Scale for Depression","University of Iowa|National Institute of Mental Health (NIMH)","Female","18 Years and older   (Adult, Older Adult)","Early Phase 1","140","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","R01MH059668|DSIR 83-ATAS","September 2001","December 2007","December 2007","August 13, 2002",,"September 26, 2013","University of Iowa, Iowa City, Iowa, United States",,"https://ClinicalTrials.gov/show/NCT00043602"
425,"NCT02791932","Effect of Exercise on Perinatal Depression",,"Completed","No Results Available","Pregnancy|Postpartum Period|Depression","Behavioral: Exercise","Edinburgh Postnatal Depression Scale|Postpartum Weight Retention","University of Minnesota","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","111","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","R40MC29454","February 23, 2017","June 15, 2020","June 15, 2020","June 7, 2016",,"January 13, 2021","Beth Lewis, Minneapolis, Minnesota, United States",,"https://ClinicalTrials.gov/show/NCT02791932"
426,"NCT05044546","A Behavioral Activation Prenatal and Postpartum Intervention for Depressed Pregnant Smokers",,"Recruiting","No Results Available","Depression|Tobacco Use Disorder","Behavioral: Behavioral Activation Therapy|Procedure: Discussion|Behavioral: Health Education|Other: Questionnaire Administration|Other: Tobacco Cessation Counseling","Focus group","M.D. Anderson Cancer Center","All","18 Years and older   (Adult, Older Adult)","Not Applicable","99","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","2020-0972|NCI-2021-07469","October 19, 2021","March 31, 2024","April 30, 2024","September 14, 2021",,"September 13, 2023","M D Anderson Cancer Center, Houston, Texas, United States",,"https://ClinicalTrials.gov/show/NCT05044546"
427,"NCT00929409","Controlled Randomised Trial of Ferric Carboxymaltose and Oral Iron to Treat Postpartum Anemia",,"Terminated","No Results Available","Anemia, Iron-Deficiency|Puerperal Disorders|Depression, Postpartum","Drug: Ferric carboxymaltose|Drug: Ferrous sulfate tablets","Haemoglobin concentration|Ferritin|Fatigue|Quality of life|Post partum depression","Norwegian University of Science and Technology|St. Olavs Hospital|Sykehuset Innlandet HF|Sykehuset Buskerud HF","Female","18 Years to 45 Years   (Adult)","Phase 2|Phase 3","30","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","4.2009.373|21830|09/03045-4|2008-008526-79","June 2009","July 2010","July 2010","June 29, 2009",,"February 17, 2012","Department of Obstetrics, Vestre Viken Hospital Trust, Drammen, Norway|Sykehuset Innlandet HF, Lillehammer, Norway|St Olavs Hospital, Trondheim, Norway",,"https://ClinicalTrials.gov/show/NCT00929409"
428,"NCT01899534","Mental Health E-screening in Pregnant and Postpartum Women",,"Completed","No Results Available","Depression|Anxiety","Other: E-screening","The primary outcome is feasibility/acceptability of the process of e-screening (vs 'usual' screening).|Proportion of pregnant and postpartum women with clinical depression and anxiety.|Depression and anxiety|Cost-effectiveness of e-screening","University of Calgary|Canadian Institutes of Health Research (CIHR)","Female","16 Years and older   (Child, Adult, Older Adult)","Not Applicable","566","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Screening","00039130","July 2013","December 2014","December 2014","July 15, 2013",,"October 26, 2016","Dickensfield Primary Care Maternity Clinic, Edmonton, Alberta, Canada|Royal Alexandra Hospital: Lois Hole Hospital for Women, Edmonton, Alberta, Canada|Sturgeon Primary Care Maternity Clinic, St. Albert, Alberta, Canada",,"https://ClinicalTrials.gov/show/NCT01899534"
429,"NCT06056609","Mother and Baby Yoga Study - Early Postnatal Yoga and Mental Health","MABY","Recruiting","No Results Available","Mental Health Issue|Depression, Postpartum|Anxiety","Other: Yoga","Maternal subjective experience of their mental health during and post online yoga programme|Maternal subjective feelings and experience towards the body and bond with infant post partum, during and post online yoga programme","York Teaching Hospitals NHS Foundation Trust|University of York","Female","18 Years to 50 Years   (Adult)","Not Applicable","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Other","294028YNP","August 15, 2022","August 2024","August 2024","September 28, 2023",,"September 28, 2023","York & Scarborough Teaching Hospitals NHS Foundation Trust, York, N. Yorks, United Kingdom",,"https://ClinicalTrials.gov/show/NCT06056609"
430,"NCT03351465","CALM for Pregnant and Post-Partum Women",,"Withdrawn","No Results Available","Anxiety|Depression|Depression, Postpartum|Pregnancy Related|CBT","Behavioral: Coordinated Anxiety Learning and Management","Change in Pregnancy Related Anxiety (composite will be created with anxiety and depression measures)|Change in General Anxiety (composite will be created with anxiety and depression measures)|Change in Depression (composite will be created with anxiety and depression measures)|Change in Functional Impairment|Treatment Satisfaction","University of California, Los Angeles|University of California, San Francisco","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","CALM RCT","January 1, 2020","June 30, 2020","June 30, 2020","November 22, 2017",,"September 26, 2019","University of California, San Francisco, Oakland, California, United States",,"https://ClinicalTrials.gov/show/NCT03351465"
431,"NCT01925664","Doula Support for Young Mothers: A Randomized Trial",,"Completed","No Results Available","Parenting|Breastfeeding|Depression, Postpartum","Behavioral: Doula","Breastfeeding Initiation|Positive parenting behavior (Parent Child Observation Guide)|Breastfeeding duration|Positive parenting behaviors (Parent Child Observation Guide)|Use of labor anesthesia|Labour Agentry Scale|Adult Adolescent Parenting Inventory (AAPI)|Maternal Self-Efficacy Scale|Parenting Stress Index (PSI)|Center for Epidemiologic Studies Depression Scale (CES-D)|Timing of solid food introduction to infant|The Brief Infant Toddler Social Emotional Assessment (BITSEA)|Mullen Scales of Early Learning","University of Chicago|HRSA/Maternal and Child Health Bureau","Female","14 Years to 21 Years   (Child, Adult)","Not Applicable","248","Other|U.S. Fed","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention","R40 MC 00203","January 2001","August 2006","August 2006","August 20, 2013",,"September 5, 2013","University of Chicago, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT01925664"
432,"NCT05573009","The Effect of Stress Reduction Program on Pregnancy Process and Mental Health in High Risk Pregnant Women",,"Completed","No Results Available","Pregnancy, High Risk|Depression, Postpartum|Anxiety in Pregnancy|Stress Disorder","Behavioral: cognitive behavioral approach-based stress reduction program","Information Form|Depression, Anxiety and Stress Scale (DASS-21)|Psychological Well-Being Scale :|Intolerance of uncertainty scale|Edinburgh Postnatal Depression Scale (EPDS)|Program Evaluation and Satisfaction Survey","Istanbul University|Istanbul University - Cerrahpasa (IUC)","Female","18 Years and older   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Other","IstanbulU-NKALYONCU-001","March 1, 2022","March 31, 2023","July 31, 2023","October 10, 2022",,"October 5, 2023","Istanbul University Istanbul Faculty of Medicine, İstanbul, Turkey",,"https://ClinicalTrials.gov/show/NCT05573009"
433,"NCT01908959","Madres Para la Salud (Mothers for Health)",,"Completed","No Results Available","Overweight and Obesity|Depression, Postpartum|Mother (Person)","Behavioral: Madres para la Salud","Change from Baseline Body Fat Percentage at 6 months|Change from Baseline Body Fat Percentage at 12 months|Change from Baseline Systemic and fat tissue inflammation at 12 months|Change from Baseline in Edinburgh Postnatal Depression Scale at 6 months|Change from Baseline in Edinburgh Postnatal Depression Scale at 12 months|Change from baseline in Medical Outcomes Study (MOS) Social Support Survey at 6 months|Change from baseline in Medical Outcomes Study (MOS) Social Support Survey at 12 months|Change from baseline in Neighborhood Health Questionnaire at 6 months|Change from baseline in Neighborhood Health Questionnaire at 12 months","Arizona State University","Female","18 Years to 40 Years   (Adult)","Not Applicable","177","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Basic Science","1R01NR010356-01A2","February 2010","February 2012","March 2012","July 26, 2013",,"July 26, 2013","Maricopa Integrated Health System, Phoenix, Arizona, United States",,"https://ClinicalTrials.gov/show/NCT01908959"
434,"NCT04853693","Pregnancy Without Psychosocial Stress",,"Unknown status","No Results Available","Depressive Symptoms|Anxiety Disorders and Symptoms|Depression, Postpartum","Behavioral: Mom´s Supporting Mom|Behavioral: Enhanced Treatment As Usual","Treatment gap for postpartum mental disorders|Pregnancy depressive symptoms|Postpartum depressive symptoms|Pregnancy anxiety symptoms|Postpartum anxiety symptoms","National Institute of Mental Health, Czech Republic","Female","18 Years to 45 Years   (Adult)","Not Applicable","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Investigator, Outcomes Assessor)|Primary Purpose: Prevention","ZD-ZDOVA1-018","April 1, 2021","March 31, 2023","March 31, 2023","April 21, 2021",,"April 11, 2022","National Institute of Mental Health, Klecany, Czechia",,"https://ClinicalTrials.gov/show/NCT04853693"
435,"NCT04384887","""Investigation of the Relationship Between New Coronary Virus Disease (COVID-19) and Anxiety and Depressive Symptoms in Pregnant Women""",,"Completed","No Results Available","COVID|Anxiety|Depression, Postpartum","Behavioral: covid-19 positive pregnant women","Evaluation of depression and anxiety score changes of covid-19 positive pregnants","Kanuni Sultan Suleyman Training and Research Hospital|Ayşegül Bestel|İbrahim Polat|Merve Aldıkaçtıoğlu Talmaç","Female","18 Years to 45 Years   (Adult)",,"100","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","beckcovid","April 25, 2020","August 25, 2020","August 26, 2020","May 12, 2020",,"September 2, 2020","Pinar Yalcin Bahat, Istanbul, İ̇stanbul, Turkey",,"https://ClinicalTrials.gov/show/NCT04384887"
