"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
30,"NCT03522428","Vitamin B12 Pregnancy Supplementation",,"Completed","No Results Available","Pregnancy Anemia","Dietary Supplement: vitamin b12","Change of Red blood cells (RBC) count in first and second trimester|Change of Hemoglobin (Hgb) concentration in first and second trimester|Change of Hematocrit in first and second trimester|Change of Mean corpuscular volume (MCV) in first and second trimester|Change of Mean corpuscular hemoglobin concentration (MCHC) in first and second trimester|Change of Mean corpuscular hemoglobin (MCH) in first and second trimester|Change of Iron (Fe) in first and second trimester|Change of Haptoglobin in first and second trimester|Change of Ferritin in first and second trimester|Change of Total Iron Binding Capacity (TIBC) in first and second trimester|Change of Unsaturated Iron Binding Capacity (UIBC) in first and second trimester|Change of White Blood Cells (WBC) in first and second trimester|Change of Platelet Count in first and second trimester|Change of Transferrin in first and second trimester|Change of Neutrophils in first and second trimester|Change of Lymphocytes in first and second trimester|Change of Monocytes in first and second trimester|Change of Eosinophils in first and second trimester|Change of Basophils in first and second trimester","Mirela Zec|University of Split, School of Medicine","Female","18 Years to 40 Years   (Adult)","Phase 4","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Care Provider)|Primary Purpose: Prevention","dupin","September 15, 2011","December 23, 2012","December 23, 2012","May 11, 2018",,"May 11, 2018",,,"https://ClinicalTrials.gov/show/NCT03522428"
31,"NCT04812821","Statement of Care of Anemia in Delivering Patients at Nord Franche-Comte Hospital","ANEMIA","Completed","No Results Available","Pregnancy Anemia","Other: questionnaire","Estimation of the proportion of patients presenting anemia during delivery|Risk factors underlying anemia during delivery with a large questionnaire","Hopital Nord Franche-Comte","Female","18 Years and older   (Adult, Older Adult)",,"1177","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","2019-02","April 12, 2021","October 12, 2021","March 15, 2022","March 24, 2021",,"March 16, 2022","Hôpital Nord Franche-Comté, Trévenans, France",,"https://ClinicalTrials.gov/show/NCT04812821"
32,"NCT05737862","Effect of Moringa Oleifera Leaf on Hemoglobin Levels in Anemia",,"Completed","No Results Available","Anemia of Pregnancy","Dietary Supplement: Moringa oleifera capsules|Dietary Supplement: iron and folic acid supplements","Changes in Haemoglobin (Hb) level","Universitas Padjadjaran","Female","15 Years to 50 Years   (Child, Adult)","Phase 3","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","MAGPH-202210.01","April 1, 2022","June 30, 2022","July 30, 2022","February 21, 2023",,"March 9, 2023","University Padjajaran, Bandung, West Java, Indonesia","""Study Protocol"", https://classic.clinicaltrials.gov/ProvidedDocs/62/NCT05737862/Prot_000.pdf","https://ClinicalTrials.gov/show/NCT05737862"
33,"NCT06252103","Lactoferrin With Ferrous Gluconate Versus Ferrous Gluconate in Treatment of Iron Deficiency Anemia During Pregnancy",,"Completed","No Results Available","Lactoferrin With Ferrous Gluconate More Superior Than Ferrous Gluconate Alone in Treatment of Iron Deficiency Anemia","Drug: Ferrous Gluconate 300 MG|Drug: ferrous gluconate with lactoferrin","• Hemoglobin (Hb) level|serum ferritin|gastrointestinal side effects","Ain Shams University","Female","20 Years to 40 Years   (Adult)","Phase 4","40","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FMASU MS298/2023","May 30, 2023","November 30, 2023","December 30, 2023","February 9, 2024",,"February 9, 2024","Ain shams university maternity hospital, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT06252103"
34,"NCT04391998","Parasitic Infection in Anemic Pregnant Women",,"Unknown status","No Results Available","Anemia of Pregnancy","Drug: Iron Supplement|Drug: Metronidazole Oral|Drug: Albendazole","correction of naemia","Cairo University","Female","18 Years to 45 Years   (Adult)","Phase 4","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","175","May 13, 2020","August 2021","September 2021","May 18, 2020",,"February 9, 2021","Kasr Alainy medical school, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT04391998"
35,"NCT05657821","The Effect Of Pumpkin Seed Extract Capsules On Nutritional Status and Haemoglobin Level in Pregnant Women.",,"Recruiting","No Results Available","Anemia During Pregnancy","Dietary Supplement: Pumpkin seeds extract capsules","Nutritional status|hemoglobin levels","Dr. Rosdiana Syakur|Hasanuddin University|Indonesia Timur University","Female","17 Years to 39 Years   (Child, Adult)","Early Phase 1","70","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","Indonesia TimurU","October 25, 2022","January 25, 2023","August 25, 2023","December 20, 2022",,"December 20, 2022","Stunting Locus Village, Bone, South Sulawesi, Indonesia",,"https://ClinicalTrials.gov/show/NCT05657821"
36,"NCT05151679","Chelated Oral Iron Versus Intravenous Iron Sucrose for Treatment of Iron Deficiency Anemia Late in Pregnancy",,"Available","No Results Available","Iron Deficiency Anemia of Pregnancy","Drug: Chelated Iron|Drug: Iron sucrose",,"Assiut University","Female","18 Years and older   (Adult, Older Adult)",,,"Other","Expanded Access:Individual Patients",,"oral iron versus I.V iron",,,,"December 9, 2021",,"December 9, 2021",,,"https://ClinicalTrials.gov/show/NCT05151679"
37,"NCT05157828","Iron Deficiency Anaemia in Pregnant Patients Presenting for Antenatal Care",,"Completed","No Results Available","Iron Deficiency Anemia of Pregnancy","Other: No intervention","Prevalence of anaemia among all women presenting for antenatal care at a secondary level institution in the Western Cape, Mowbray Maternity Hospital, during a one-week period.","University of Cape Town","Female","18 Years and older   (Adult, Older Adult)",,"132","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","UCape Town","January 31, 2022","February 4, 2022","February 4, 2022","December 15, 2021",,"May 18, 2022","Mowbray maternity hospital, Cape Town, Western Cape, South Africa",,"https://ClinicalTrials.gov/show/NCT05157828"
38,"NCT03961074","Iron Deficiency Anemia Among Chinese Pregnant Women: a Multi-center Prospective Cohort Study","IRONWOMEN","Unknown status","No Results Available","Iron Deficiency Anemia of Pregnancy","Other: Iron deficiency anemia in Chinese pregnant women","adverse maternal outcomes|adverse neonatal outcomes","West China Hospital|West China Second University Hospital","Female","Child, Adult, Older Adult",,"6000","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","IDA_2019","May 10, 2019","December 30, 2020","December 30, 2020","May 23, 2019",,"October 1, 2019","Peking University People's Hospital, Beijing, Beijing, China|Chongqing Health center for women and Children, Chongqing, Chongqing, China|Xiamen Maternal and Child Care Hospital, Xiamen, Fujian, China|Hubei Maternal and Child Care Hospital, Wuhan, Hubei, China|Yanan University Affiliated Hospital, Yanan, Shanxi, China|The West China Second University Hospital, Chengdu, Sichuan, China|Women'S Hospital School of Medicine Zhejiang University, Hangzhou, Zhejiang, China",,"https://ClinicalTrials.gov/show/NCT03961074"
39,"NCT03378791","Efficacy of Iron Bisglycinate in Treatment of Iron Deficiency Anemia in Pregnant Women",,"Completed","No Results Available","Iron Deficiency Anemia of Pregnancy","Drug: Iron bisglycinate Oral Tablet|Drug: Ferrous Fumarate Oral Tablet","Hemoglobin level","Hatem AbuHashim|Mansoura University","Female","20 Years to 40 Years   (Adult)","Phase 3","120","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","MS/15.10.05","December 31, 2015","October 31, 2017","October 31, 2017","December 20, 2017",,"December 20, 2017","Mansoura University Hospitals, Mansourah, Dakahlia Governorate, Egypt",,"https://ClinicalTrials.gov/show/NCT03378791"
40,"NCT02005588","Treatment of Iron Deficiency Anemia With Pregnancy",,"Completed","No Results Available","Iron Deficiency Anemia of Pregnancy","Drug: amino acid chelated iron|Drug: iron salt (ferrous fumarate)","change in hemoglobin level|the occurence of side effects (abdominal colics, constipation, or metallic taste)|change in serum ferritin level","Cairo University","Female","20 Years to 40 Years   (Adult)","Early Phase 1","150","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ferrot2013|nerhado pharmaceutical company","December 2013","June 2015","July 2015","December 9, 2013",,"July 28, 2015","faculty of medicine, Cairo University, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT02005588"
41,"NCT03706638","Daily vs Intermittent Iron Therapy in Pregnancy",,"Completed","No Results Available","Iron Deficiency Anemia of Pregnancy","Dietary Supplement: Ferrous Sulfate","Hematologic values assessed for anemia|Scores on self report survey of gastrointestinal adverse side effects after oral iron supplementation","UConn Health","Female","18 Years to 50 Years   (Adult)","Not Applicable","46","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","18-181-1","October 25, 2018","March 23, 2020","March 23, 2020","October 16, 2018",,"April 21, 2020","UConn Health, Farmington, Connecticut, United States",,"https://ClinicalTrials.gov/show/NCT03706638"
42,"NCT04074707","Defining a Dosing Regimen With Maximal Absorption for Oral Iron Supplementation During Pregnancy",,"Unknown status","No Results Available","Iron Deficiency Anemia of Pregnancy","Dietary Supplement: Labeled iron solution (60mg and 120mg Ferrous Sulfate)","Fractional iron absorption in %|Total iron absorption in %|Serum Hepcidin|Serum Ferritin (SF)|Hemoglobin (Hb)|Soluble transferrin receptor (sTfR)|C-reactive protein (CRP)|Alpha-1-acid glycoprotein (AGP)","Swiss Federal Institute of Technology|Mahidol University","Female","18 Years to 45 Years   (Adult)","Not Applicable","28","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Other","TIPS","September 2019","December 2019","December 2019","August 30, 2019",,"August 30, 2019","Mahidol University, Salaya, Nakhon Pathom, Thailand",,"https://ClinicalTrials.gov/show/NCT04074707"
43,"NCT03188445","Intravenous Iron Isomaltoside Versus Oral Iron Supplementation for Treatment of Iron Deficiency in Pregnancy.",,"Completed","No Results Available","Iron Deficiency Anemia of Pregnancy","Drug: Iron Isomaltoside 1000|Drug: ferrous fumarate with ascorbic acid","The primary outcome measure is the achievement of an hemoglobin equal or above 11 g/dL|Achievement of an hemoglobin equal to or above 11 g/dL|Change in iron biomarkers","Pharmacosmos A/S","Female","18 Years and older   (Adult, Older Adult)","Phase 4","201","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","P-Monofer-PREG-01","July 11, 2017","June 26, 2020","August 18, 2020","June 15, 2017",,"November 13, 2020","Phamacosmos Investigational site, Hvidovre, Sjaeland, Denmark",,"https://ClinicalTrials.gov/show/NCT03188445"
44,"NCT02590224","The Effect of Iron Deficiency Anemia During Pregnancy",,"Completed","No Results Available","Iron Deficiency Anemia","Drug: Ferrous bis-glycinate|Drug: Ferrous glycine sulphate","the rate of increase of Hemoglobin level","Assiut University","Female","20 Years to 40 Years   (Adult)","Phase 4","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","IDA","January 1, 2016","July 2017","December 2017","October 28, 2015",,"March 20, 2018","Assiut university, Assiut, Egypt",,"https://ClinicalTrials.gov/show/NCT02590224"
45,"NCT03392298","Study on the Mechanism of Colla Corri Asini in the Treatment of Thalassemia Patients With Pregnancy Anemia",,"Unknown status","No Results Available","Thalassemia|Pregnancy","Drug: Colla corii asini","Hemoglobin(Hb)|the level of α-、β-、γ- and δ-globin mRNA|target gene signaling pathway molecules","The First Affiliated Hospital, Guangzhou University of Traditional Chinese Medicine|National Natural Science Foundation of China","Female","20 Years to 50 Years   (Adult)","Phase 4","70","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","TH-3","December 1, 2017","December 31, 2018","February 28, 2019","January 5, 2018",,"January 16, 2018","the first affiliated hospital of Guangzhou University of Chinese Medicine, Guangzhou, Guangdong, China",,"https://ClinicalTrials.gov/show/NCT03392298"
46,"NCT05644964","The Effect of Anemia in Adolescent and Advanced Age Pregnancies",,"Completed","No Results Available","Anemia Pregnancy|Placenta Diseases",,"%22,2 Patients's placenta with Anemia in Adolescent ( ≤18)Pregnancy and %26,7 Patients's Placenta with from Anemia in Advanced Age (≥35) Pregnancy. Placenta Tissues Staining Measured by immunohistochemistry tecnique.","Celal Bayar University","Female","18 Years to 35 Years   (Adult)",,"80","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","MCBU_anemia","February 17, 2021","February 1, 2023","June 1, 2023","December 9, 2022",,"March 6, 2024","Manisa Celal Bayar University, Yunusemre, Mani̇sa, Turkey|Manisa Celal Bayar University, Yunusemre, Mani̇sa, Turkey",,"https://ClinicalTrials.gov/show/NCT05644964"
47,"NCT05975125","The Effect of Vitamin C for Iron Supplementation During Pregnancy With Risk of Anemia",,"Recruiting","No Results Available","Vitamin C Anemia|Pregnancy Anemia","Drug: Vitamin C 500 MG Oral Tablet","To compare hemoglobin and hematocrit levels|maternal and fetal pregnancy outcomes|ratio of vitamin C|side effects after receiving vitamin C","Rajavithi Hospital","Female","Child, Adult, Older Adult","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","118/2566","June 28, 2023","June 27, 2024","June 27, 2024","August 3, 2023",,"August 3, 2023","Rajavithi, Phaya Thai, Ratchathewi, Thailand",,"https://ClinicalTrials.gov/show/NCT05975125"
