"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
993,"NCT03634904","Serum Ceftazidime Concentrations in Hemodialysis Patients","CEFTAHEMOD","Unknown status","No Results Available","Bacterial Infections|Ceftazidime|Renal Failure Chronic Requiring Hemodialysis","Drug: Drug bood sampling","Trough level at 8 mg/L or 1 x the MIC|Trough level at 32 mg/L or 4 x the MIC|Free trough level at 8 mg/L or 1 x the MIC|Free trough level at 32 mg/L or 4 x the MIC|Impact of trough levels at 8 mg/L ot 1 x the MIC on clinical outcome|Impact of trough levels at 32 mg/L ot 4 x the MIC on clinical outcome|Impact of hemodialysis parameter #1 on ceftazidime total serum levels|Impact of hemodialysis parameter #1 on ceftazidime free serum levels|Impact of hemodialysis parameter #2 on ceftazidime total serum levels|Impact of hemodialysis parameter #2 on ceftazidime free serum levels|Impact of hemodialysis parameter #3 on ceftazidime total serum levels|Impact of hemodialysis parameter #3 on ceftazidime free serum levels|Impact of hemodialysis parameter #4 on ceftazidime total serum levels|Impact of hemodialysis parameter #4 on ceftazidime free serum levels|Impact of patient's residual renal function on ceftazidime total serum levels|Impact of patient's residual renal function on ceftazidime free serum levels|Impact of other drugs on ceftazidime serum total concentrations (mg/L).|Impact of other drugs on ceftazidime serum free concentrations (mg/L).|Impact of MIC on the clinical effectiveness of ceftazidime","Centre Hospitalier Universitaire de Charleroi|Université Catholique de Louvain","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CHUCHARLEROIPKPD001","September 15, 2018","September 15, 2020","September 15, 2021","August 17, 2018",,"August 17, 2018",,,"https://ClinicalTrials.gov/show/NCT03634904"
994,"NCT04072913","Matrix Metalloproteinases and Human Papillomavirus in Dysplasias and Cancers of the Cervix","MMP-HPV","Completed","No Results Available","Papillomavirus Infections|Dysplasia|Cervix Cancer","Other: Vaginal samples (biopsies + vaginal smear)","Immunohistochemical score of expressions of matrix metalloproteinases|Immunohistochemical score of expressions of matrix metalloproteinases inhibitors","University Hospital, Bordeaux","Female","20 Years to 65 Years   (Adult, Older Adult)","Not Applicable","216","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","CHUBX 2007/08","October 10, 2007","January 31, 2011","January 31, 2011","August 28, 2019",,"August 28, 2019",,,"https://ClinicalTrials.gov/show/NCT04072913"
995,"NCT01022346","A Study of RO5217790 in Participants With High Grade Cervical Intraepithelial Neoplasia (CIN) Associated With High Risk Human Papillomavirus (HR-HPV) Infection",,"Completed","No Results Available","Cervical Intraepithelial Neoplasia","Drug: Placebo|Drug: RO5217790","Percentage of participants with CIN2/CIN3 associated with HPV16 single infection who achieved Histologic resolution (Defined as no CIN), determined by evaluation of tissue derived from surgical excision|Percentage of participants who achieved Histologic resolution (Defined as no CIN), determined by evaluation of tissue derived from surgical excision|Percentage of participants who achieved Histologic response (Defined as CIN Grade less than [<] 2), determined by evaluation of tissue derived from surgical excision|Percentage of participants with viral clearance based on Roche Linear assay results|Percentage of participants with immunologic response to HPV antigens|Percentage of Participants with at least one Adverse Events (AEs)","Hoffmann-La Roche","Female","18 Years and older   (Adult, Older Adult)","Phase 2","206","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","NV25025|2008-006946-24","August 2009","September 2013","September 2013","December 1, 2009",,"August 15, 2016","Mobile, Alabama, United States|Phoenix, Arizona, United States|Phoenix, Arizona, United States|Tucson, Arizona, United States|Tucson, Arizona, United States|Colton, California, United States|Los Angeles, California, United States|Colorado Springs, Colorado, United States|Stamford, Connecticut, United States|Washington, District of Columbia, United States|Lake Worth, Florida, United States|Miami, Florida, United States|Plantation, Florida, United States|Sarasota, Florida, United States|South Miami, Florida, United States|West Palm Beach, Florida, United States|Atlanta, Georgia, United States|Augusta, Georgia, United States|Decatur, Georgia, United States|Marrero, Louisiana, United States|Framingham, Massachusetts, United States|Kansas City, Missouri, United States|Lincoln, Nebraska, United States|Las Vegas, Nevada, United States|Las Vegas, Nevada, United States|Lawrenceville, New Jersey, United States|Brightwaters, New York, United States|Bronx, New York, United States|New Bern, North Carolina, United States|Winston-salem, North Carolina, United States|Englewood, Ohio, United States|Gallipolis, Ohio, United States|Oklahoma City, Oklahoma, United States|West Reading, Pennsylvania, United States|Columbia, South Carolina, United States|Greenville, South Carolina, United States|Myrtle Beach, South Carolina, United States|Nashville, Tennessee, United States|Austin, Texas, United States|Houston, Texas, United States|McAllen, Texas, United States|Sandy, Utah, United States|Norfolk, Virginia, United States|Antwerpen, Belgium|Brussel, Belgium|Bruxelles, Belgium|Edegem, Belgium|Gent, Belgium|Leuven, Belgium|Tienen, Belgium|Hus, Finland|Kuopio, Finland|Oulu, Finland|Tampere, Finland|Bordeaux, France|Dijon, France|Nantes, France|Paris, France|Reims, France|Strasbourg, France|San Juan, Puerto Rico|San Juan, Puerto Rico|Bilbao, Vizcaya, Spain|Barcelona, Spain|Madrid, Spain|Madrid, Spain",,"https://ClinicalTrials.gov/show/NCT01022346"
996,"NCT01055106","Dose Ranging Study of Metronidazole Vaginal Gel in the Treatment of Bacterial Vaginosis",,"Completed","No Results Available","Vaginosis, Bacterial|Vaginal Infection","Drug: GW05|Drug: Metronidazole","proportion of subjects with therapeutic cure","Graceway Pharmaceuticals, LLC","Female","18 Years and older   (Adult, Older Adult)","Phase 2","255","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Treatment","GW05-0904","January 2010","April 2010","April 2010","January 25, 2010",,"July 1, 2011","Women's Health Research, Phoenix, Arizona, United States|Precision Trials, Phoenix, Arizona, United States|NEA Women's Clinic, Jonesboro, Arkansas, United States|Women's Health Center Inc, San Diego, California, United States|Downtown Women's Healthcare, Denver, Colorado, United States|Miami Research Associates, Miami, Florida, United States|Segal Institiute for Clinical Research, North Miami, Florida, United States|All Women's Healthcare of West Broward, Plantation, Florida, United States|Atlanta North Gynecology, Roswell, Georgia, United States|Women's Health Practice, Champaign, Illinois, United States|ActivMed Practices & Research, Haverhill, Massachusetts, United States|Grand Rapids Women's Health, Grand Rapids, Michigan, United States|Saginaw Valley Medical Research Group, Saginaw, Michigan, United States|Women's Health Research Center, Plainsboro, New Jersey, United States|Drexel University College of Medicine, Philadelphia, Pennsylvania, United States|Jackson Clinic, Jackson, Tennessee, United States|Adams Patterson OBGYN, Memphis, Tennessee, United States|Women's Partners in Health, Austin, Texas, United States|TMC Life Research, Houston, Texas, United States|Tidewater Physicians for Women, Norfolk, Virginia, United States",,"https://ClinicalTrials.gov/show/NCT01055106"
997,"NCT00511186","A Study in Sepsis Patients With Renal Failure",,"Terminated","No Results Available","Sepsis|Bacterial Infections and Mycoses","Drug: Placebo|Drug: BIAP","Haematology, biochemistry, and microbiological evaluation. Adverse event monitoring.|To investigate the effect of AP on inflammatory parameters in sepsis patients with renal failure.|To investigate the effect of AP on clinical variables in sepsis patients with renal failure.|To investigate the effect of AP on renal function markers in sepsis patients with renal failure.","AM-Pharma","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","36","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","AP REN 01-01","May 2008","December 2009","December 2009","August 3, 2007",,"April 2, 2012","University Medical Center Antwerp (UZA), Antwerp, Belgium|Cliniques Universitaires Saint Luc-UCL, Brussels, Belgium|ULB Hopital Erasme, Brussels, Belgium|Universitair Ziekenhuis Brussel, Brussels, Belgium|UMC Nijmegen University Medical Center St Radboud, Nijmegen, Gelderland, Netherlands|Isala Clinics, Zwolle, Overijssel, Netherlands|Jeroen Bosch Ziekenhuis lokatie GZG, 's-Hertogenbosch, Netherlands|VU University Medical Center, Amsterdam, Netherlands|Canisius Wilhelmina Ziekenhuis, Nijmegen, Netherlands",,"https://ClinicalTrials.gov/show/NCT00511186"
998,"NCT04583553","Comparative Microbial Analysis of Cystitis in Non-muscle-invasive Bladder Cancer Patients Using Vikor Scientific Urine-ID Testing Menu (IDTM) and Standard Laboratory Culture","VS-UrineID","Unknown status","No Results Available","Urinary Tract Infections|Bladder Cancer","Diagnostic Test: Vikor Scientific Urine-IDTM","To determine if Vikor Scientific Urine-IDTM can identify pathogen (or absence thereof) causing post-TURBT or post-bacillus Calmette Guerin (BCG) cystitis in a timelier manner than standard laboratory culture.|To determine if Vikor Scientific Urine-IDTM provides concordant identification or urinary pathogen and antimicrobial sensitivity compared to standard laboratory culture in post-TURBT or post-BCG cystitis.|To characterize the pathogens involved in post-TURBT and post-BCG Urinary Tract Infection (UTI) and their antibiotic susceptibility/resistance profile|To determine the prevalence of post-TURBT and post-BCG cystitis with no causative pathogenic organism","University of Kansas Medical Center|Vikor Scientific","All","18 Years and older   (Adult, Older Adult)",,"175","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","VS-UrineID","December 15, 2021","December 30, 2022","December 30, 2022","October 12, 2020",,"May 5, 2021","University of Kansas Medcial Center, Kansas City, Kansas, United States",,"https://ClinicalTrials.gov/show/NCT04583553"
999,"NCT00931190","Use of Human Papillomavirus Persistence for Determination of Treatment Efficacy Among Women With Cervical Dysplasia",,"Completed","No Results Available","Human Papillomavirus Infection|Cervical Intraepithelial Neoplasia",,,"Lund University|Swedish Cancer Society","Female","Child, Adult, Older Adult",,"195","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","95-240","February 2001",,"November 2005","July 2, 2009",,"September 15, 2009","Dept. obstetrics and gynecology, University hospital of Northern Sweden, Umeå, Sweden",,"https://ClinicalTrials.gov/show/NCT00931190"
1000,"NCT05557318","Using Micro Electro Mechanical Systems to Detect the Air of Vaginal Discharge",,"Recruiting","No Results Available","Vaginal Infection|Vaginitis","Device: Vaginal swab for RT-PCR|Device: Vaginal swab for culture|Device: Metabolic gas signatures detected by Ainos Flora (operated by participant)|Device: Metabolic gas signatures detected by Ainos Flora (operated by medical staff)","To assess the sensitivity and specificity of Ainos Flora in subjects compared to RT-PCR and culture groups in identifying the types of vaginitis.|Assess the change in sensitivity as the number of subjects is changed.|Assess the change in specificity as the number of subjects is changed.","Taiwan Carbon Nano Technology Corporation|Ainos, Inc. (f/k/a Amarillo Biosciences Inc.","Female","20 Years to 50 Years   (Adult)","Not Applicable","120","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","A202203003","October 8, 2022","September 2025","October 2025","September 28, 2022",,"April 10, 2024","MacKay Memorial Hospital, Taipei, Taiwan|Tri-Service General Hospital, Taipei, Taiwan",,"https://ClinicalTrials.gov/show/NCT05557318"
1001,"NCT05796921","Lacticaseibacillus Rhamnosus CA15 (DSM 33960) Strain as a New Driver in Restoring the Normal Vaginal Microbiota",,"Recruiting","No Results Available","Bacterial Vaginosis|Candidosis Vaginal|Urinary Tract Infections","Dietary Supplement: Lacticaseibacillus rhamnosus CA15 (DSM 33960) probiotic strain|Dietary Supplement: placebo","Microbiota|Symptomatology|Sign|Well-being","Agnese Maria Chiara Rapisarda|ProBioEtna|Universita degli Studi di Catania","Female","18 Years to 48 Years   (Adult)","Not Applicable","200","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","113/2022/PO","January 2, 2023","December 29, 2023","March 30, 2024","April 4, 2023",,"April 10, 2023","University of Catania, Catania, Italy",,"https://ClinicalTrials.gov/show/NCT05796921"
1002,"NCT04472377","Agreement of hrHPV Type Between Self-collected Sample From Vaginal Fornix and Physician Collected Sample From the Cervical Surface",,"Completed","No Results Available","Human Papillomavirus Infection|Self Sampling|Vaginal Discharge","Device: Self sampling kit for collecting discharge from vaginal fornix","Agreement in the detection of high-risk HPV type in physician collected specimen and patient sampled specimen.|Agreement in HPV detection between physician collected sample and self-collected sample|Percentage of a valid specimen, according to the presence of the beta-globin gene in the self-collected specimen, and compares to the physician-collected specimen|Any adverse event resulted from collecting the specimen","Hygeia Touch Inc.","Female","21 Years to 65 Years   (Adult, Older Adult)","Not Applicable","1210","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","HT19-HPV-01","May 29, 2020","December 21, 2021","April 18, 2022","July 15, 2020",,"April 22, 2022","Kaohsiung Chang Gung Memorial Hospital, Kaohsiung, Taiwan|Taichung Veterans General Hospital, Taichung, Taiwan|Linkou Chang Gung Memorial Hospital, Taoyuan, Taiwan",,"https://ClinicalTrials.gov/show/NCT04472377"
1003,"NCT02124252","Community-Driven Cervical Cancer Prevention in Western Kenya",,"Completed","No Results Available","Human Papilloma Virus Infection|Carcinoma in Situ of Uterine Cervix","Behavioral: Community-based testing with standard linkage to care|Behavioral: Community-based HPV testing with enhanced linkage to care","Reach of cervical cancer screening using self-collected HPV specimens in community health campaigns compared to clinics|Determine the Efficacy of the cervical cancer prevention program","Duke University","Female","25 Years to 65 Years   (Adult, Older Adult)","Not Applicable","7200","Other","Interventional","Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Health Services Research","Pro00077442","January 2016","October 2016","March 2019","April 28, 2014",,"April 10, 2019","Kenya Medical Research Institute, Nairobi, Kenya",,"https://ClinicalTrials.gov/show/NCT02124252"
1004,"NCT00986102","PROUD Study: A Prospective Study on the Usage Patterns of Doripenem in the Asia Pacific Region",,"Completed","Has Results","Pneumonia|Pneumonia, Ventilator-Associated|Urinary Tract Infections","Drug: doripenem","Number of Participants With the Usage of Doripenem as Per the Approved Indication|Number of Participants With Different Mode of Usage of Doripenem|Duration of Antibiotic Therapy|Number of Participants With Acute Physiology and Chronic Health Evaluation II (APACHE II) Score|Number of Participants Who Achieved Clinical Cure, Clinical Failure and Intermediate Outcome at End-of-treatment Visit (EOT)|Number of Participants Who Achieved Clinical Cure, or Experienced Clinical Failure, Relapse or Intermediate Outcome at Test-of-cure (TOC) Visit|Number of Participants Who Experienced Eradication, Presumed Eradication, Persistence, Presumed Persistence and Indeterminate Response at End-of-treatment Visit (EOT) Visit|Medical Resource Utilization|Number of Participants Readmitted to the Intensive Care Unit (ICU) Within 28 Days After End-of-treatment (EOT)|Number of Participants Readmitted to the Hospital Within 28 Days After End-of-treatment (EOT)","Johnson & Johnson Pte Ltd|Johnson & Johnson (Hong Kong) Ltd.","All","18 Years and older   (Adult, Older Adult)","Phase 4","216","Industry|Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CR016321|DORIBAC4007","July 2009","September 2011","September 2011","September 29, 2009","February 7, 2013","February 7, 2013","Hk, Hong Kong|Bandung, Indonesia|Jakarta, Indonesia|Surabaya, Indonesia|Ipoh, Malaysia|Johor Bahru, Malaysia|Kota Bharu, Malaysia|Kuala Lumpur K Lumpur, Malaysia|Kuala Lumpur N/A, Malaysia|Pulau Pinang, Malaysia|Selangor, Malaysia|Seremban, Malaysia|Terengganu, Malaysia|Singapore, Singapore|Hanoi, Vietnam|Ho Chi Minh City, Vietnam",,"https://ClinicalTrials.gov/show/NCT00986102"
1005,"NCT06243666","Long-term Effectiveness and Immuno-persistence Study of a Recombinant HPV 16/18 Bivalent Vaccine in Preadolescent Girls",,"Not yet recruiting","No Results Available","Cervical Intraepithelial Neoplasia|Cervical Cancer|Persistent Infection","Biological: Recombinant Human Papillomavirus Bivalent (Types 16, 18) Vaccine (Escherichia coli)|Other: No intervention","Incidence of persistent infection, transient infection, and cervical precancerous CIN1+ lesions associated with HPV types 16 and 18|Anti-HPV 16 and 18 IgG antibody seropositive rates and geometric mean concentrations|Incidence of persistent infection, transient infection, and cervical precancerous CIN1+ lesions associated with HPV types 31/33/45","Xiamen University|Xiamen Innovax Biotech Co., Ltd|Center for Disease Control and Prevention, Sheyang County, Yancheng City, Jiangsu Province, China","Female","18 Years and older   (Adult, Older Adult)",,"2188","Other|Industry","Observational","Observational Model: Cohort|Time Perspective: Prospective","HPV-PRO-006-4","February 20, 2024","December 31, 2026","December 31, 2026","February 6, 2024",,"February 13, 2024","Sheyang County Center for Disease Control and Prevention, Yancheng, Jiangsu, China",,"https://ClinicalTrials.gov/show/NCT06243666"
1006,"NCT05643950","Effectiveness and Cost-effectiveness of the T-Control® Catheter in Patients With Acute Urine Retention",,"Withdrawn","No Results Available","Urinary Retention|Catheter-Associated Urinary Tract Infection|Catheter Complications","Device: Foley catheter|Device: T-Control catheter","Magnitude of infections|Rate of symptomatic and asymptomatic infections|Self-perceived health-related quality of life (HRQoL)|Indication of antibiotic treatments|Determination of the biofilm formed in the catheters|Number of adverse events related to catheterization|Total costs of each type of catheterization (cost-effectiveness) per quality-adjusted life year (QALY) of catheterized participants|Level of satisfaction and workload of health professionals.|Acceptability of the T-Control® device","Rethink Medical SL","Male","50 Years to 100 Years   (Adult, Older Adult)","Not Applicable","0","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","RM-TCONTROL-2022-01|2022-002862-34","August 1, 2023","December 2023","April 2024","December 9, 2022",,"December 27, 2023","Complejo Hospitalario Universitario Insular Materno-Infantil de Gran Canaria, Las Palmas De Gran Canaria, Las Palmas, Spain|Hospital Universitario Nuestra Señora de Candelaria, Santa Cruz De Tenerife, Spain",,"https://ClinicalTrials.gov/show/NCT05643950"
1007,"NCT02575495","A Randomized Control Trial of Antibiotic Treatment Duration For Asymptomatic Bacteriuria After Kidney Transplantation",,"Completed","No Results Available","Kidney Transplantation|Bacteriuria|Asymptomatic Infections","Drug: 7 days course of antibiotic treatment|Drug: 14 days course of antibiotic treatment","Composite end point of Symptomatic urinary tract infection, Sepsis, Graft function and Mortality rate|Composite end point of Symptomatic urinary tract infection, Sepsis, Graft function and|duration of hospital stay","Mahidol University","All","15 Years and older   (Child, Adult, Older Adult)","Phase 2","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EC_580278","February 2015","January 2016","February 2016","October 14, 2015",,"March 16, 2016","Pattraporn Ponglorpisit, Ratchathewi, Bangkok, Thailand",,"https://ClinicalTrials.gov/show/NCT02575495"
1008,"NCT04385680","Chlorhexidine Vaginal Preparation for Reduction of Post-cesarean Endometritis and Sepsis",,"Completed","No Results Available","Postpartum Endometritis|Wound Infection|Chlorhexidine Adverse Reaction|Postoperative Fever","Drug: Chlorhexidine Gluconate vaginal solution 0.05%","post-cesarean endometritis|Postoperative wound infection|Significant leukocytosis|Chlorhexidine adverse drug reaction|incidence of hospital readmission|length of hospital stay","Zagazig University","Female","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","840","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Prevention","chlorhex. post cs endometritis","May 15, 2020","March 10, 2022","August 30, 2022","May 13, 2020",,"September 23, 2022","Armed Forces Hospitals Southern Region, Khamis Mushait, Saudi Arabia",,"https://ClinicalTrials.gov/show/NCT04385680"
1009,"NCT02591901","Preventing UTIs in Chronic Neurogenic Bladder Dysfunction (Mix Methods)","PReSuTINeB","Completed","No Results Available","UTI|Neurogenic Bladder|Antibiotic Resistance","Drug: Uro vaxom|Other: Placebo comparator","Checklist or consensus guideline which can be used to measure a symptomatic urinary tract infection and Practicality of carrying out a definitive randomised controlled clinical study|Number of participants willing to participate|Number of successfully collected urine samples via courier|Drug compliance","Buckinghamshire Healthcare NHS Trust|National Institute for Health Research, United Kingdom|Oxford Clinical Trials Research Unit","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","48","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","RXQ/648","April 6, 2018","August 2, 2019","September 21, 2019","October 30, 2015",,"March 18, 2020","Stoke Mandeville Hospital, Aylesbury, Buckinghamshire, United Kingdom|Oxford Centre for Enablement, Oxford, Oxfordshire, United Kingdom",,"https://ClinicalTrials.gov/show/NCT02591901"
1010,"NCT04825314","Noble Meta Alloy Coated Catheters in Patients With Long Term Catheterization",,"Unknown status","No Results Available","Urinary Tract Infections|Catheter Infection|Catheter-Related Infections|Infection","Device: Urethral catheter","Urinary tract infection|Catheter tolerance","Alexandria University","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Care Provider, Investigator)|Primary Purpose: Prevention","0106462","May 21, 2020","May 21, 2021","June 21, 2021","April 1, 2021",,"April 8, 2021","Alexandria University Hospitals, Alexandria, Egypt",,"https://ClinicalTrials.gov/show/NCT04825314"
1011,"NCT00365430","SAFE or SORRY? Patient Safety Study of the Prevention of Adverse Patient Outcomes",,"Completed","No Results Available","Pressure Ulcer|Urinary Tract Infection|Accidental Falls","Behavioral: safety program","Incidence of adverse events (count incidence of Pressure Ulcers, Urinary Tract Infections, and Falls|Utilization of preventive interventions and knowledge of nurses and caregivers","Radboud University Medical Center|ZonMw: The Netherlands Organisation for Health Research and Development","All","18 Years and older   (Adult, Older Adult)","Not Applicable","3000","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","SoS245119|54010002","September 2006","December 2008","December 2008","August 17, 2006",,"January 23, 2009","Alysis Zorggroep lokatie Rijnstate, Arnhem, Gelderland, Netherlands|Zorggroep Maas en Waal, Beneden-Leeuwen, Gelderland, Netherlands|Canisius Wilhelmina Ziekenhuis, Nijmegen, Gelderland, Netherlands|Radboud University Nijmegen Medical Center, Nijmegen, Gelderland, Netherlands|Stichting De Waalboog, Nijmegen, Gelderland, Netherlands|Zorggroep Zuid-Gelderland, Nijmegen, Gelderland, Netherlands|Universitair Longcentrum Dekkerswald, Nijmegen, Gelderland, Netherlands|Stichting SVVE De Archipel, Eindhoven, Noord-Brabant, Netherlands|Stichting De Riethorst Stromenland, Geertruidenberg, Noord-Brabant, Netherlands|Zorggroep Noord-Limburg Venlo, Venlo, Noord-Limburg, Netherlands",,"https://ClinicalTrials.gov/show/NCT00365430"
1012,"NCT05026021","Prediction of BKvirus Nephropathy Risk by the NEPHROVIR Method in Kidney Transplant Patients With BKvirus Viremia","BK-VIR","Active, not recruiting","No Results Available","BK Virus Infection|Nephropathy|Kidney Transplantation","Biological: Blood sample","Evaluate by the NEPHROVIR method the risk of developing histologically proven BKvAN with renal impairment in kidney transplant recipients|Assessment of the time to reconstitution of an effective anti-BK-v immune response from baseline (inclusion) at 12 months|Assessment of the prognostic character of NEPHROVIR on BKv infection from baseline (inclusion) at 12 months|Assessment of the prognostic character of NEPHROVIR on kidney graft function from baseline (inclusion) at 24 months|Assessment of the prognostic character of NEPHROVIR on kidney graft allorejection risk from baseline (inclusion) at 12 months","Assistance Publique - Hôpitaux de Paris|SATT Paris Saclay","All","18 Years and older   (Adult, Older Adult)",,"41","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2020-A01443-36","September 2, 2021","September 2, 2023","September 2, 2025","August 30, 2021",,"April 3, 2024","Henri Mondor Hospital (001), Créteil, France|Saint Louis Hospital (003), Paris Cedex 10, France|La Pitié Salpêtrière Hospital (004), Paris Cedex 13, France|Necker Hospital (005), Paris Cedex 15, France|Foch Hospital (002), Suresnes, France",,"https://ClinicalTrials.gov/show/NCT05026021"
1013,"NCT04335539","A Study to Assess the Safety, Tolerability, and Pharmacokinetics of Single and Multiple Doses of Cefiderocol in Hospitalized Pediatric Participants",,"Completed","No Results Available","Gram-negative Bacterial Infections|Bloodstream Infections (BSI)|Complicated Intra-abdominal Infection (cIAI)|Hospital Acquired Pneumonia (HAP)|Ventilator-acquired Pneumonia|Complicated Urinary Tract Infection (cUTI)|Sepsis","Drug: Cefiderocol|Drug: Standard of Care","Number of Participants with Adverse Events in the Single Dose Phase|Maximum Observed Plasma Concentration (Cmax) of Cefiderocol in the Single Dose Phase|Area Under the Plasma Concentration Time Curve Extrapolated From Time 0 to Infinity (AUCinf) of Cefiderocol in the Single Dose Phase|Apparent Terminal Elimination Half-life of Cefiderocol in the Single Dose Phase|Number of Participants with Adverse Events in the Multiple Dose Phase|Maximum Observed Plasma Concentration (Cmax) of Cefiderocol in the Multiple Dose Phase|Area Under the Plasma Concentration Time Curve Extrapolated From Time 0 to Infinity (AUCinf) of Cefiderocol in the Multiple Dose Phase|Apparent Terminal Elimination Half-life of Cefiderocol in the Multiple Dose Phase|Percentage of Participants with a Clinical Response in the Multiple Dose Phase|Percentage of Participants with a Microbiological Response Per Pathogen in the Multiple Dose Phase","Shionogi|Shionogi Inc.","All","3 Months to 17 Years   (Child)","Phase 2","54","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","1802R2135|2019-002120-32","August 21, 2020","February 6, 2023","February 6, 2023","April 6, 2020",,"January 24, 2024","Universitair Ziekenhuis Brussel, Brussels, Belgium|Cliniques Universitaires Saint-Luc, Brussels, Belgium|Tallinn Childrens Hospital, Tallin, Estonia|Tartu Ulikooli Kliinikum - Anestesioloogia ja Intensiivravi Kliinik, Tartu, Estonia|JSC ""Medical Corporation Evex"" "" M. Iashvili Batumi Maternal and Child Central Hospital"", Batumi, Georgia|JSC ""EVEX Medical Corporation""- M Lashvili Childrens Central Hospital, Tbilisi, Georgia|Ltd Unimedi Kakheti Childrens New Clinic, Tbilisi, Georgia|Heim Pl Orszgos Gyermekgygyszati Intzet, Pilisborosjenő, Hungary|Szegedi Tudomnyegyetem, Szegedi Tudomnyegyetem, Hungary|Daugavpils regional Hospital, Daugavpils, Latvia|Bernu Kliniska Universitates Slimnica Childrens Hospital - Tornakalna, Riga, Latvia|Smolensk State Medical University, Smolensk, Russian Federation|St. Petersburg State Pediatric Medical University, St. Petersburg, Russian Federation|Hospital Germans Trias i Pujol, Barcelona, Spain|Hospital Universitario y Politecnico La Fe, Valencia, Spain|Siriraj Hospital, Bangkok-noi, Thailand|King Chulalongkorn Memorial Hospital, Chulalongkorn University, Bangkok, Thailand|PHPT-Chiangrai PrachanuKroh Hospital, Chiang Mai, Thailand|Khon Kaen University (KKU) - Faculty of Medicine-Srinagarind Hospital, Khon Kaen, Thailand|Dnipropetrovsk Regional Children Clinical Hospital, Kharkiv, Ukraine|Regional Children Clinical Hospital, Kharkiv, Ukraine|National Childrens Specialized Hospital OHMATDYT of the Ministry of Health of Ukraine, Kiev, Ukraine|Higher State Educational Institute of Ukraine Ukrainian Medical Stamatological Academy, Poltava, Ukraine",,"https://ClinicalTrials.gov/show/NCT04335539"
