nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT02969655,2020-11-13,"November 21, 2016","July 2, 2018","July 2, 2018",2016-11-17,2019-06-21,Interventional,Phase 3,271,Completed,"A 52-week, Phase III, Double-blind, Active-controlled, Parallel-group, Multi-center Study to Evaluate Efficacy and Safety of Daprodustat Compared to Darbepoetin Alfa in Japanese Hemodialysis-dependent Subjects With Anemia Associated With Chronic Kidney Disease Who Are Currently ESA Users",A Study to Evaluate Efficacy and Safety of Daprodustat Compared to Darbepoetin Alfa in Japanese Hemodialysis (HD)-Dependent Subjects With Anemia Associated With Chronic Kidney Disease (CKD)
NCT03029208,2021-09-22,"May 11, 2017","September 24, 2020","September 24, 2020",2017-01-20,2021-09-22,Interventional,Phase 3,312,Completed,"A 52-week Open-label (Sponsor-blind), Randomized, Active-controlled, Parallel-group, Multi-center Study to Evaluate the Efficacy and Safety of Daprodustat Compared to Recombinant Human Erythropoietin in Subjects With Anemia Associated With Chronic Kidney Disease Who Are Initiating Dialysis",Anemia Studies in Chronic Kidney Disease (CKD): Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor (PHI) Daprodustat-in Incident Dialysis (ASCEND-ID)
NCT03029247,2021-06-02,"July 27, 2017","July 9, 2020","July 9, 2020",2017-01-20,2021-05-06,Interventional,Phase 2,105,Completed,"A Randomized, Open-label Study to Evaluate the Effect of Daprodustat on Blood Pressure in Subjects With Anemia Associated With Chronic Kidney Disease on Hemodialysis Switched From a Stable Dose of an Erythropoiesis-stimulating Agent",Anemia Study in Chronic Kidney Disease (CKD): Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor (PHI) Daprodustat-Blood Pressure (ASCEND-BP)
NCT03054337,2021-03-15,October 2016,"August 28, 2017","July 4, 2017",2017-02-13,2021-02-02,Interventional,Phase 2,51,Completed,"Phase 2, Randomized, Double-Blind, Placebo Controlled, Dose-Finding Study to Assess the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Vadadustat in Japanese Subjects With Anemia Secondary to Non-Dialysis Dependent Chronic Kidney Disease (NDD-CKD)",Dose-Finding Study of Vadadustat in Japanese Subjects With Anemia Secondary to Non-Dialysis Dependent Chronic Kidney Disease (NDD-CKD)
NCT03054350,2021-03-15,December 2016,"January 24, 2018","October 24, 2017",2017-02-13,2021-02-02,Interventional,Phase 2,60,Completed,"Phase 2, Randomized, Double-Blind, Placebo Controlled, Dose-Finding Study to Assess the Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics of Vadadustat in Japanese Subjects With Anemia Secondary to Dialysis-Dependent Chronic Kidney Disease (DD-CKD)",Dose-Finding Study of Vadadustat in Japanese Subjects With Anemia Secondary to Dialysis-Dependent Chronic Kidney Disease (DD-CKD)
NCT03071666,2024-04-15,"March 27, 2017","December 31, 2029","June 28, 2022",2017-02-23,NA,Interventional,Phase 2/Phase 3,800,"Active, not recruiting","Supplementation of Vitamin B12 in Pregnancy and Postpartum on Growth and Cognitive Functioning in Early Childhood: A Randomized, Placebo Controlled Trial",Vitamin B12 Supplementation During Pregnancy on Cognitive Development
NCT03122938,2017-04-20,April 2016,May 2017,April 2017,2016-08-20,NA,Interventional,Not Applicable,120,Unknown status,Effect of Daily Bovine Lactoferrin Supplementation on Fetal Development and Iron Metabolism in Healthy Pregnant Women: A Randomized Double-blind Controlled Trial,Lactoferrin Supplementation and Iron Metabolism in Healthy Pregnant Women
NCT03140722,2021-02-02,"May 2, 2017","March 21, 2018","March 21, 2018",2017-05-03,2021-02-02,Interventional,Phase 2,2,Terminated,"Phase 2, Randomized, Open-Label Study Evaluating the Efficacy and Safety of Oral Vadadustat for the Treatment of Anemia in Subjects With Dialysis-Dependent Chronic Kidney Disease (DD-CKD) Who Are Hyporesponsive to Erythropoiesis Stimulating Agents",Study to Evaluate Vadadustat for Anemia in Subjects With Dialysis-Dependent Chronic Kidney Disease (DD-CKD) Who Are Hyporesponsive to Erythropoiesis Stimulating Agents
NCT03157804,2024-03-20,"January 7, 2016","September 8, 2023","April 23, 2019",2017-04-26,NA,Interventional,Phase 1/Phase 2,9,Completed,Clinical Trial Phase I / II to Evaluate the Safety and Efficacy of the Infusion of Autologous CD34 + Cells Transduced With a Lentiviral Vector Carrying the Gene FANCA in Patients With FA Subtype A (FANCOLEN-1),Lentiviral-mediated Gene Therapy of Fanconi Anemia Patients Subtype A
NCT03171909,2017-05-28,"May 1, 2017",January 2025,January 2025,2017-05-15,NA,Observational [Patient Registry],NA,1000,Recruiting,Austrian Registry on the Outcome of Monochorionic Multiple Pregnancies: A Multicenter Registry Study,Austrian Registry on the Outcome of Monochorionic Pregnancies
NCT03174652,2018-08-29,"July 20, 2017","July 20, 2018","July 20, 2017",2017-05-30,NA,Observational,NA,13520,Completed,Causes and Impact of Anemia on Pregnancy Outcome on the Thai-Myanmar Border: Retrospective Analysis,Anemia Pregnancy Outcome on the Thai-Myanmar Border
NCT03175042,2019-05-31,"June 13, 2017","December 31, 2017","December 31, 2017",2017-05-31,NA,Observational,NA,40,Completed,Non-invasive Spot Hemoglobin Measurement in the Outpatient Obstetric Clinic,Non-invasive Spot Hemoglobin Measurement in the Outpatient Obstetric Clinic
NCT03176147,2017-06-01,"November 12, 2015",January 2018,June 2017,2017-05-30,NA,Observational,NA,865,Unknown status,Clinical and Biological Predictive Factors of Iron Deficiency Anemia in the Third Trimester of Pregnancy,Iron Metabolism Parameters At First Trimester and preGnancy outcomE
NCT03188445,2020-11-11,"July 11, 2017","August 18, 2020","June 26, 2020",2017-06-13,NA,Interventional,Phase 4,201,Completed,"Intravenous Iron Isomaltoside Versus Oral Iron Supplementation for Treatment of Iron Deficiency in Pregnancy: a Randomised, Comparative, Open-label Trial",Intravenous Iron Isomaltoside Versus Oral Iron Supplementation for Treatment of Iron Deficiency in Pregnancy.
NCT03196882,2017-06-22,"July 10, 2013","January 30, 2017","January 30, 2017",2017-06-15,NA,Interventional,Phase 4,704,Completed,Effectiveness of Adaptation of the Dose of Iron Supplementation in Pregnancy on Maternal-child Health. Randomized Clinical Trial (ECLIPSES),Effectiveness of Adaptation of the Dose of Iron Supplementation in Pregnancy on Maternal-child Health. (ECLIPSES)
NCT03202615,2018-07-05,September 2015,October 2018,August 2018,2015-12-06,NA,Interventional,Phase 4,130,Unknown status,Bovine Lactoferrin Versus Ferrous Sulphate In The Treatment Of Iron Deficiency Anemia During Pregnancy: A Randomized Controlled Trial,Bovine Lactoferrin Versus Ferrous Sulphate In The Treatment Of Iron Deficiency Anemia During Pregnancy
NCT03206086,2024-03-09,"November 2, 2018","May 1, 2030","May 1, 2026",2017-06-30,NA,Interventional,Phase 2,35,Recruiting,Eltrombopag for Patients With Fanconi Anemia,Eltrombopag for People With Fanconi Anemia
NCT03212781,2017-07-07,June 2016,October 2016,September 2016,2017-07-07,NA,Interventional,Phase 3,66,Completed,Total Dose Infusion of Iron Dextran Versus Oral Iron for Treating Iron Deficiency Anemia in Pregnant Women: a Randomized Controlled Trial,Iron Dextran Versus Oral Iron for Treating Iron Deficiency Anemia in Pregnant Women
NCT03214627,2020-01-06,"December 10, 2018","May 21, 2019","May 21, 2019",2017-07-05,NA,Interventional,Not Applicable,88,Terminated,ANEMEX UK Trial: Artificial Intelligence for Optimal Anemia Management in End-stage Renal Disease: The Anemia Control Model (ACM) Trial,Artificial Intelligence for Optimal Anemia Management in End-stage Renal Disease: The Anemia Control Model (ACM) Trial
NCT03217656,2018-01-18,January 1999,January 2029,January 2019,2017-06-18,NA,Observational,NA,500000,Recruiting,The Jiaxing Birth Cohort in China,The Jiaxing Birth Cohort in China
NCT03242967,2018-11-01,August 2017,"February 12, 2018","February 12, 2018",2017-08-04,NA,Interventional,Phase 3,0,Withdrawn,"Phase 3, Randomized, Open Label, Active Controlled Study Evaluating the Efficacy and Safety of Three Times Per Week (TIW) Oral Dosing of Vadadustat for the Treatment of Anemia in Subjects With Dialysis-Dependent Chronic Kidney Disease (DD-CKD) (TRILO2GY)",Study to Evaluate Three Times Per Week (TIW) Oral Dosing of Vadadustat for Anemia in Subjects With Dialysis-Dependent Chronic Kidney Disease (DD-CKD)
NCT03251664,2017-08-17,"October 1, 2015","February 20, 2016","February 20, 2016",2017-08-12,NA,Observational [Patient Registry],NA,592,Completed,The Relation of Locally Available Food Items With Anemia Status Among Pregnant Women in Ethiopia,Food Groups Associated With Anaemia in Pregnant Women
NCT03279536,2020-10-23,"November 1, 2017","December 30, 2018","December 30, 2018",2017-08-30,NA,Interventional,Phase 1/Phase 2,99,Completed,Lactoferrin Versus Total Dose Infusion (TDI) For Treating Iron Deficiency Anemia in Pregnancy: Role of Nursing,Lactoferrin Versus Total Dose Infusion (TDI) For Treating Iron Deficiency Anemia in Pregnancy: Role of Nursing
NCT03287882,2021-07-26,"June 30, 2017",February 2022,"March 12, 2021",2017-08-21,NA,Interventional,Phase 3,25447,Unknown status,"Prospective, Cluster Randomized Effectiveness Trial of Multiple Micronutrient Supplementation and Life Skills Education Provided From Preconception on Health and Nutrition Outcomes of Young, Reproductive-age Pakistani Women (15-24 Years)",Effect of Micronutrients and Life Skills Education on the Health and Nutrition of Adolescent and Young Women in Pakistan
NCT03317210,2017-10-31,"September 1, 2002","July 31, 2006","July 31, 2006",2017-06-23,NA,Interventional,Phase 4,50,Completed,Treatment of Anemia of Chronic Disease With True Iron Deficiency in Pregnancy,Intravenous Treatment of Anemia in Pregnancy
NCT03329196,2023-12-08,"October 30, 2017","August 9, 2019","January 8, 2019",2017-10-30,2021-03-15,Interventional,Phase 3,304,Completed,"A Phase III, Open-label, Confirmatory Study of MT-6548 Compared to Darbepoetin Alfa in Non-dialysis Subjects With Anemia Associated With Chronic Kidney Disease in Japan",Efficacy and Safety Study to Evaluate MT-6548 in Non-dialysis Subjects With Anemia Associated With Chronic Kidney Disease in Japan
NCT03347513,2018-12-02,"November 25, 2017",May 2019,March 2019,2017-11-15,NA,Interventional,Phase 4,150,Unknown status,Does Eradication of H-pylori in Pregnant Patients With Iron Deficiency Anemia Have an Effect on Iron Replacement Therapy?,Eradication of H-pylori in Pregnancy and Its Effect on Iron Replacement Therapy?
NCT03350321,2021-01-28,"December 12, 2017","October 11, 2019","May 17, 2019",2017-11-19,NA,Interventional,Phase 3,162,Completed,"A Randomized, Open-label, Active-controlled, Parallel-group, Multicenter Study to Investigate the Efficacy and Safety of Oral Molidustat in Comparison to Darbepoetin Alfa in Non-dialysis Subjects With Renal Anemia Who Are Not Treated With Erythropoiesis-Stimulating Agents (ESAs)",A Study of Molidustat for Correction of Renal Anemia in Non-dialysis Subjects
NCT03350347,2021-01-28,"December 13, 2017","November 28, 2019","July 5, 2019",2017-11-19,NA,Interventional,Phase 3,164,Completed,"A Randomized, Open-label, Active-controlled, Parallel-group, Multicenter Study to Investigate the Efficacy and Safety of Oral Molidustat in Comparison to Darbepoetin Alfa in Non-dialysis Subjects Previously Treated With Erythropoiesis-Stimulating Agents (ESAs)",A Study of Molidustat for Maintenance Treatment of Renal Anemia in Non-dialysis Subjects
NCT03351166,2021-01-28,"January 22, 2018","November 20, 2018","October 23, 2018",2017-11-20,NA,Interventional,Phase 3,25,Completed,"A Single Arm, Multicenter Study to Investigate the Efficacy and Safety of Oral Molidustat in Dialysis Subjects With Renal Anemia Who Are Not Treated With Erythropoiesis-Stimulating Agents (ESAs)",A Study of Molidustat for Correction of Renal Anemia in Dialysis Subjects
NCT03351868,2019-09-18,"December 1, 2017","December 31, 2021","December 31, 2020",2017-11-20,NA,Interventional,Not Applicable,10,Unknown status,Gene Transfer for Fanconi Anemia Using a Self-inactivating Lentiviral Vector,"FANCA Gene Transfer for Fanconi Anemia Using a High-safety, High-efficiency, Self-inactivating Lentiviral Vector"
NCT03361124,2019-02-19,"March 1, 2019","March 1, 2020","March 1, 2020",2017-08-01,NA,Interventional,Phase 4,0,Withdrawn,Oxytocin Dosing at Planned Cesarean Section and Postpartum Anemia: A Comparison of Two Protocols,Oxytocin Dosing at Planned Cesarean Section and Anemia
NCT03374111,2018-12-26,"March 1, 2018","December 30, 2019","October 1, 2019",2017-12-04,NA,Interventional,Phase 4,480,Unknown status,"A Multi-center Randomized, Double-blind, Placebo-controlled Study of Colla Corii Asini for the Treatment of Anemia in Pregnant Women With Thalassemia(Presenting the Syndrome of Blood Deficiency)",Colla Corii Asini Treating Anemia in Pregnant Women With Thalassemia(Presenting the Syndrome of Blood Deficiency)
NCT03378791,2017-12-14,"December 31, 2015","October 31, 2017","October 31, 2017",2017-12-14,NA,Interventional,Phase 3,120,Completed,Iron Bisglycinate Chelate or Ferrous Fumarate in Treatment of Iron Deficiency Anemia in Pregnant Women,Efficacy of Iron Bisglycinate in Treatment of Iron Deficiency Anemia in Pregnant Women
NCT03392298,2018-01-11,"December 1, 2017","February 28, 2019","December 31, 2018",2018-01-02,NA,Interventional,Phase 4,70,Unknown status,Investigation of Signal Pathway Induced by Colla Corri Asini Regulating Globin Level in Beta Thalassemia Patients With Pregnancy Anemia,Study on the Mechanism of Colla Corri Asini in the Treatment of Thalassemia Patients With Pregnancy Anemia
NCT03398824,2022-11-04,"March 29, 2018","October 9, 2020","October 9, 2020",2017-12-13,2022-09-15,Interventional,Phase 2,15,Completed,Pilot Study of Metformin for Patients With Fanconi Anemia,Pilot Study of Metformin for Patients With Fanconi Anemia
NCT03400033,2021-06-18,"September 5, 2018","June 19, 2020","June 19, 2020",2018-01-08,2021-06-18,Interventional,Phase 3,407,Completed,"A Phase 3 Randomized, Double-blind, Active-controlled, Parallel-group, Multi-center Study in Hemodialysis Participants With Anemia of Chronic Kidney Disease to Evaluate the Efficacy, Safety and Pharmacokinetics of Three-times Weekly Dosing of Daprodustat Compared to Recombinant Human Erythropoietin, Following a Switch From Recombinant Human Erythropoietin or Its Analogs",Anemia Studies in Chronic Kidney Disease (CKD): Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor (PHI) Daprodustat-Three-times Weekly Dosing in Dialysis (ASCEND-TD)
NCT03402386,2023-12-08,"January 3, 2018","December 20, 2018","November 22, 2018",2017-12-27,2021-03-15,Interventional,Phase 3,42,Completed,"A Phase III, Open-label Study of MT-6548 in Peritoneal Dialysis Subjects With Anemia Associated With Chronic Kidney Disease in Japan",Efficacy and Safety Study to Evaluate MT-6548 in Peritoneal Dialysis Subjects With Anemia Associated With Chronic Kidney Disease in Japan
NCT03408639,2019-12-08,"June 22, 2016","July 19, 2017","July 19, 2017",2017-12-12,2019-06-18,Interventional,Phase 3,156,Completed,"A Phase III, Randomized, Two Armed, Parallel, Double Blind (Patient and Assessor Blinded), Active Controlled Non Inferiority Clinical Trial to Determine the Non Inferior Therapeutic Efficacy and Safety Between CinnaPoietin® (Beta Erythropoietin) and Eprex® (Epoetin Alpha) on the Treatment of Anemia in ESRD Hemodialysis Patients",Comparing Efficacy and Safety of CinnaGen Beta Erythropoietin (CinnaPoietin®) Versus Eprex® on the Treatment of Anemia in ESRD Hemodialysis Patients
NCT03409107,2024-04-01,"March 5, 2018","October 7, 2020","October 7, 2020",2018-01-08,2021-10-05,Interventional,Phase 3,614,Completed,"A 28-week, Randomized, Double-blind, Placebo-controlled, Parallel-group, Multi-center, Study in Recombinant Human Erythropoietin (rhEPO) naïve Non-dialysis Participants With Anemia Associated With Chronic Kidney Disease to Evaluate the Efficacy, Safety and Effects on Quality of Life of Daprodustat Compared to Placebo",Anemia Studies in Chronic Kidney Disease (CKD): Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor (PHI) Daprodustat in Non-Dialysis Subjects Evaluating Hemoglobin (Hgb) and Quality of Life (ASCEND-NHQ)
NCT03418168,2021-01-28,"February 22, 2018","July 29, 2019","July 25, 2019",2018-01-26,NA,Interventional,Phase 3,51,Completed,"An Open-label, Multicenter Study to Investigate the Efficacy and Safety of Oral Molidustat in Peritoneal Dialysis Subjects With Renal Anemia",A Study of Molidustat for Treatment of Renal Anemia in Peritoneal Dialysis Subjects
NCT03428594,2018-02-05,June 2015,June 2017,June 2017,2018-01-29,NA,Interventional,Phase 3,403,Completed,"A Randomized, Double-blind, Multi-center, Phase 3 Trial to Evaluation the Efficacy and Safety of Intravenous CKD-11101 Versus Darbepoetin Alfa in Patients Who Had Renal Anemia Receiving Hemodialysis",CKD-11101 Phase 3 IV Study in Patients Who Had Renal Anemia Receiving Hemodialysis
NCT03438227,2020-08-17,"April 15, 2018","December 31, 2019","December 31, 2019",2018-01-25,NA,Interventional,Phase 4,52,Completed,Intravenous Iron for Iron-deficiency Anemia in Pregnancy: a Randomized Controlled Trial,Intravenous Iron for Iron-deficiency Anemia in Pregnancy: a Randomized Controlled Trial
NCT03439137,2023-12-08,"February 14, 2018","July 16, 2019","December 12, 2018",2018-02-14,2021-03-15,Interventional,Phase 3,323,Completed,"A Phase III, Double Blind, Confirmatory Study of MT-6548 Compared to Darbepoetin Alfa in Hemodialysis Subjects With Anemia Associated With Chronic Kidney Disease in Japan",Efficacy and Safety Study to Evaluate MT-6548 in Hemodialysis Subjects Currently Receiving ESAs With Anemia Associated With Chronic Kidney Disease in Japan
NCT03446612,2024-03-26,"January 10, 2019","May 29, 2019","May 29, 2019",2018-02-20,2021-05-18,Interventional,Phase 2,6,Terminated,"A Randomized, Repeat Dose, Open Label, Parallel Group, Multi-center Study to Evaluate the Effect of Daprodustat Compared to Darbepoetin Alfa on Forearm Blood Flow in Participants With Anemia of Chronic Kidney Disease That Are Not Dialysis Dependent",Anemia Study in Chronic Kidney Disease (CKD) : Erythropoiesis Via a Novel Prolyl Hydroxylase Inhibitor (PHI) Daprodustat -Forearm Blood Flow (ASCEND-FBF)
NCT03448432,2018-03-02,"February 27, 2018","December 27, 2019","October 27, 2019",2018-02-22,NA,Observational,NA,700,Unknown status,Prevalence Study of the Etiologies of Pregnancy Anemias,Prevalence Study of the Etiology of Pregnancy Anemia
NCT03456258,2018-02-28,"September 5, 2017","January 15, 2018","December 10, 2017",2018-02-23,NA,Interventional,Not Applicable,100,Completed,"Lactoferrin Versus Ferrous Sulphate for the Treatment of Iron Deficiency Anemia During Pregnancy,a Randomized Clinical Trial",Lactoferrin Versus Ferrous Sulphate for the Treatment of Iron Deficiency Anemia During Pregnancy
NCT03461146,2023-12-08,"March 5, 2018","December 17, 2018","December 3, 2018",2018-03-05,2021-03-15,Interventional,Phase 3,24,Completed,"A Phase III, Open-label Study of MT-6548 in Hemodialysis Subjects With Anemia Associated With Chronic Kidney Disease in Japan",Efficacy and Safety Study to Evaluate MT-6548 in Hemodialysis Subjects Not Receiving ESAs With Anemia Associated With Chronic Kidney Disease in Japan
NCT03475342,2024-01-05,"August 24, 2019","October 29, 2023","September 20, 2023",2018-02-23,NA,Interventional,Phase 3,15068,Completed,"Tranexamic Acid for the Prevention of Postpartum Bleeding in Women With Anaemia: an International, Randomised, Double-blind, Placebo Controlled Trial.",World Maternal Antifibrinolytic Trial_2
NCT03476330,2023-10-31,"May 8, 2018",October 2026,October 2025,2018-03-19,NA,Interventional,Phase 2,48,"Active, not recruiting",Quercetin Chemoprevention for Squamous Cell Carcinoma in Patients With Fanconi Anemia,Quercetin Chemoprevention for Squamous Cell Carcinoma in Patients With Fanconi Anemia
NCT03481790,2018-03-22,"September 1, 2017","March 5, 2018","March 5, 2018",2018-03-12,NA,Interventional,Phase 2,200,Completed,The Effect of Orally Administered Iron-saturated Lactoferrin on Systemic Iron Homeostasis in Pregnant Women Suffering From Iron Deficiency and Iron Deficiency Anaemia,Lactoferrin Versus Ferrous Sulphate for Treatment of Iron Deficiency Anaemia During Pregnancy
NCT03484845,2018-06-30,"November 1, 2018","December 1, 2019","December 1, 2019",2018-03-20,NA,Interventional,Phase 1/Phase 2,150,Unknown status,Lactoferrin Versus Ferrous Fumarate for Treatment of Mild to Moderate Iron Deficiency Anemia During Pregnancy,Lactoferrin Versus Ferrous Fumarate for Treatment of Mild to Moderate Iron Deficiency Anemia During Pregnancy
NCT03522428,2018-05-10,"September 15, 2011","December 23, 2012","December 23, 2012",2018-04-06,NA,Interventional,Phase 4,200,Completed,Vitamin B12 Supplementation in Addition to Folic Acid and Iron Improves Hematological and Biochemical Markers in Pregnancy: a Randomized Controlled Trial,Vitamin B12 Pregnancy Supplementation
NCT03552393,2022-03-03,"August 3, 2018","July 19, 2021","July 19, 2021",2018-04-27,2022-01-18,Interventional,Phase 2,40,Completed,"An Open-Label, Single-Arm, Multicenter Study to Ascertain the Optimal Starting Dose of MIRCERA® Given Subcutaneously for the Maintenance Treatment of Anemia in Pediatric Patients With Chronic Kidney Disease on Dialysis or Not Yet on Dialysis.",Ascertain the Optimal Starting Dose of Mircera Given Subcutaneously for Maintenance Treatment of Anemia in Pediatric Patients With Chronic Kidney Disease on Dialysis or Not Yet on Dialysis.
NCT03558464,2022-10-24,"June 8, 2018","August 31, 2021","August 31, 2021",2018-06-04,NA,Interventional,Not Applicable,1199,Completed,Effectiveness of an Integrated Programme to Reduce Maternal and Child Malnutrition in Kenya: a Study in Pregnant Women and Their Offspring,"Effectiveness Study During the First 1,000 Days in Kenya"
NCT03562143,2020-03-17,"August 31, 2018","February 20, 2020","February 20, 2020",2018-06-07,NA,Interventional,Not Applicable,88,Completed,Daily vs Alternate Day Iron Supplementation for Pregnant Women With Iron Deficiency Anemia: A Randomized Controlled,Daily vs Alternate Day Iron Supplementation for Pregnant Women With Iron Deficiency Anemia
NCT03564756,2022-09-21,"August 1, 2019","March 30, 2022","March 30, 2022",2018-05-25,NA,Interventional,Not Applicable,0,Withdrawn,Effect of Ascorbic Acid Supplementation in Pregnancy on Anemia (AAA),Effect of Ascorbic Acid Supplementation in Pregnancy on Anemia (AAA)
NCT03565198,2019-12-02,"August 15, 2019","October 15, 2020","August 15, 2020",2018-06-12,NA,Observational,NA,100,Unknown status,Serum Ferritin as a Predictor for Development of Anemia in Pregnancy: A Pilot Study,Ferritin as a Predictor for Anemia in Pregnancy
NCT03574506,2020-05-30,"April 15, 2018","November 30, 2020","August 30, 2020",2018-05-24,NA,Observational,NA,50,Unknown status,Eculizumab Use in the Postpartum Period for the Treatment of Pregnancy Associated Atypical Hemolytic Uremic Syndrome: A Case Series,Eculizumab Use in the Postpartum Period for the Treatment of Pregnancy Associated aHUS: A Case Series
NCT03579875,2023-11-02,"November 13, 2018","January 5, 2029","January 1, 2026",2018-05-25,NA,Interventional,Phase 2,48,Recruiting,T Cell Receptor Alpha/Beta T Cell Depleted (α/β TCD) Hematopoietic Cell Transplantation in Patients With Fanconi Anemia (FA),T Cell Receptor α/β TCD HCT in Patients With Fanconi Anemia
NCT03580941,2020-05-30,"April 15, 2018","November 30, 2020","August 30, 2020",2018-05-24,NA,Observational,NA,75,Unknown status,Usefulness of a Diagnostic Algorithm to Diagnose Thrombotic Microangiopathies in Pregnancy,Usefulness of a Diagnostic Algorithm to Diagnose Thrombotic Microangiopathies in Pregnancy
NCT03605511,2018-09-21,"September 21, 2018","March 14, 2020","March 14, 2020",2018-07-02,NA,Observational,NA,150,Unknown status,A Observational Study to Determine the Prevalence of Pregnancy-related Thrombotic Thrombocytopenic Purpura and Atypical Haemolytic Uraemic Syndrome in Women Affected by Specific Obstetric Complications,TTP and aHUS in Complicated Pregnancies
NCT03619850,2023-07-18,"August 13, 2018","August 31, 2023","August 31, 2023",2018-08-03,NA,Interventional,Phase 3,129,Recruiting,"A Phase 3, Randomized, Open-Label, Multicenter Study to Evaluate the Safety (Compared to Iron Sucrose), Efficacy and Pharmacokinetics of Ferumoxytol for the Treatment of Iron Deficiency Anemia (IDA) in Pediatric Subjects With Chronic Kidney Disease (CKD)","A Study to Evaluate the Safety (Compared to Iron Sucrose), Efficacy and Pharmacokinetics of Ferumoxytol for the Treatment of Iron Deficiency Anemia (IDA) in Pediatric Subjects With Chronic Kidney Disease (CKD)"
NCT03643601,2019-12-17,"September 24, 2018","December 4, 2018","December 4, 2018",2018-08-21,NA,Observational,NA,14415,Completed,"A Non-interventional, Epidemiological, Registry-based Evaluation of Anaemia in Swedish Patients With Chronic Kidney Disease (ASK)","A Non-interventional, Epidemiological, Registry-based Evaluation of Anaemia in Swedish Patients With Chronic Kidney Disease"
NCT03657433,2022-09-05,"December 17, 2018","April 1, 2022","August 27, 2021",2018-08-30,NA,Interventional,Phase 3,124,Completed,Intravenous Infusions of Ferumoxytol Compared to Oral Ferrous Sulfate for the Treatment of Anemia in Pregnancy: A Randomized Controlled Trial,Intravenous Infusions of Ferumoxytol Compared to Oral Ferrous Sulfate for the Treatment of Anemia in Pregnancy
NCT03670537,2019-06-25,"February 7, 2018","August 24, 2018","August 24, 2018",2018-09-12,2018-10-10,Observational,NA,102,Completed,Iron Parameters in Non-anemic First Trimester Gravidas,Iron Parameters in Non-anemic First Trimester Gravidas
NCT03689218,2021-07-19,"August 15, 2018","November 30, 2020","November 30, 2020",2018-09-27,NA,Interventional,Not Applicable,2180,Completed,"Evidence Generation Related to Stunting Prevention Through Multisectoral Approaches Coupled With Appropriate Complementary Feeding Practices in Pishin, Balochistan",Evidence Generation Related to Stunting Prevention in Balochistan
NCT03700034,2023-11-15,December 2023,March 2024,January 2024,2018-10-04,NA,Interventional,Not Applicable,1320,Not yet recruiting,"A Cluster-randomized Trial of an mHealth Integrated Model of Hypertension, Diabetes and Antenatal Care in Primary Care Settings in India and Nepal","mHealth Integrated Model of Hypertension, Diabetes and Antenatal Care in India and Nepal"
NCT03706638,2020-04-18,"October 25, 2018","March 23, 2020","March 23, 2020",2018-10-11,NA,Interventional,Not Applicable,46,Completed,Daily vs. Intermittent Iron Therapy in Iron Deficient Pregnant Patients: A Randomized Noninferiority Trial,Daily vs Intermittent Iron Therapy in Pregnancy
NCT03725150,2022-08-09,"June 19, 2018","December 17, 2019","December 17, 2019",2018-10-29,NA,Observational,NA,400,Completed,"Iron Deficiency Anaemia in Pregnancy: an Observational Study of Tolerability, Compliance With Oral Iron Therapy and Effects on Haematological/Biochemical Markers",Treatment of Iron Deficiency Anaemia in Pregnancy Study
NCT03738995,2018-11-08,"August 1, 2016","March 30, 2018","March 30, 2018",2018-11-02,NA,Observational,NA,760,Completed,Retrospective Survey of Obstetric Red Cell Transfusion in a Tertiary Women's Hospital,Retrospective Survey of Obstetric Red Cell Transfusion in a Tertiary Women's Hospital
NCT03759353,2018-11-28,"January 15, 2018","November 20, 2018","October 30, 2018",2018-11-28,NA,Interventional,Phase 2,98,Completed,A Comparative Study Between Lactoferrin Versus Ferrous Sulfate in Iron-deficiency During Pregnancy,Lactoferrin Versus Ferrous Sulfate in Iron-deficiency During Pregnancy
NCT03775954,2023-11-01,"July 1, 2018","April 30, 2024","April 30, 2024",2018-10-24,NA,Observational,NA,200,Recruiting,Fetal Electrophysiologic Abnormalities in High-risk Pregnancies Associated With Fetal Demise,Fetal Electrophysiologic Abnormalities in High-Risk Pregnancies Associated With Fetal Demise
NCT03792464,2021-11-10,"April 30, 2019","October 31, 2021","October 31, 2021",2018-12-03,NA,Observational,NA,188,Completed,Serum Hepcidin and Iron Status Parameters in Pregnant Women and the Association With Adverse Maternal and Fetal Outcome,Serum Hepcidin in Pregnant Women and the Association With Pregnancy Outcome
NCT03799627,2022-09-01,"January 31, 2019","July 15, 2020","June 5, 2020",2018-12-03,2022-04-27,Interventional,Phase 2,175,Completed,"Phase 2, Randomized, Open-Label, Active-Controlled, Efficacy, Safety, Pharmacokinetics, and Pharmacodynamics Study of Oral Vadadustat for the Treatment of Anemia in Hemodialysis Subjects Converting From Epoetin Alfa (FO2RWARD-2)",Study of Vadadustat in Hemodialysis Participants With Anemia Switching From Epoetin Alfa
