"nct_id","registration_date","summary_results_date","study_type","phase","enrollment","recruitment_status","official_title","title","start_date","completion_date","primary_completion_date","has_summary_results","allocation","masking","main_sponsor","is_multicentric","category","country","region","trial_type","final match","final any paper","final publication found","final PMID","DOI (format: e.g 10.1000/182)","URL  (if not avaiable DOI or PMID )","publication_date","has_publication","days_cd_to_publication","days_pcd_to_publication","days_cd_to_summary","days_pcd_to_summary","days_reg_to_start","days_reg_to_cd","days_reg_to_pcd","days_reg_to_publication","completion_year","primary_completion_year"
"NCT02349841","2015-01-23",NA,"Interventional","Phase 2",46,"Completed","A Phase 2 Trial to Evaluate the Early Bactericidal Activity, Safety and Tolerability of Meropenem, Administered Intravenously, Plus Amoxycillin/CA and Faropenem, Administered Orally, Plus Amoxycillin/CA in Adult Patients With Newly Diagnosed, Smear-positive Pulmonary Tuberculosis.","Phase 2 Trial to Evaluate the Early Bactericidal Activity, Safety and Tolerability of Meropenem Plus Amoxycillin/CA and Faropenem Plus Amoxycillin/CA in Adult Patients With Newly Diagnosed Pulmonary Tuberculosis","2014-09-01","2014-12-01","2014-12-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-144,-53,-53,NA,"2014","2014"
"NCT02533089","2015-08-20","2020-03-10","Interventional","Not Applicable",1153,"Completed","Training Lay Healthcare Workers to Optimize TB Care and Improve Outcomes in Malawi","Training Lay Healthcare Workers to Optimize TB Care and Improve Outcomes in Malawi","2016-05-01","2018-02-01","2018-02-01",TRUE,"Randomized",NA,"OTHER",FALSE,"Monocentric","Malawi","LMIC","tuberculosis","FALSE","article","linked in registry",33308257,"10.1186/s13012/020/01067/y","https://implementationscience.biomedcentral.com/articles/10.1186/s13012/020/01067/y",2020-12-11,TRUE,1044,1044,768,768,255,896,896,1940,"2018","2018"
"NCT01098474","2010-03-18","2016-11-08","Interventional","Phase 2",301,"Completed","Safety and Immunogenicity Study of GSK Biologicals' Candidate Tuberculosis Vaccine (692342) When Administered to Healthy Infants","Safety and Immunogenicity Study of a Candidate Tuberculosis Vaccine in Healthy Infants","2010-07-07","2012-03-16","2011-04-30",TRUE,"Randomized","None (Open Label)","INDUSTRY",FALSE,"Monocentric","Gambia","LMIC","tuberculosis","TRUE ","article","linked in registry",25305000,"10.1016/j.tube.2014.07.001","https://doi.org/10.1016/j.tube.2014.07.001",2014-08-09,TRUE,876,1197,1698,2019,111,729,408,1605,"2012","2011"
"NCT01545661","2011-07-07",NA,"Interventional","Not Applicable",517,"Completed","A Randomised Control Trial of Sputum Induction, and New and Emerging Technologies in a High HIV Prevalence Primary Care Setting","Utility of Sputum Induction and Novel Technologies to Improve TB Diagnosis in a High HIV Prevalence Primary Care Setting","2009-08-01","2012-05-01","2012-05-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",24429245,"10.1016/S2213/2600(13)70120/6","https://www.thelancet.com/journals/lanres/article/PIIS2213/2600(13)70120/6/abstract",2013-07-19,TRUE,444,444,NA,NA,-705,299,299,743,"2012","2012"
"NCT02768909","2016-04-11",NA,"Interventional","Not Applicable",250,"Unknown status","Diagnostic Trial to Validate the Use of the E-Nose in Pulmonary TB","Diagnostic Trial to Validate the Use of the E-Nose in Pulmonary TB","2015-01-01","2017-02-01","2016-12-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Venezuela","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-466,296,234,NA,"2017","2016"
"NCT02536768","2015-08-26",NA,"Interventional","Not Applicable",8020,"Completed","Evaluation of the National Department of Health's National Adherence Guidelines for Chronic Diseases in South Africa Using Routinely Collected Data","Evaluation of South Africa's National Adherence Strategy","2015-09-01","2018-04-30","2018-04-30",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","FALSE","article","linked in registry",31335865,"10.1371/journal.pmed.1002874","https://doi.org/10.1371/journal.pmed.1002874",2019-07-23,TRUE,449,449,NA,NA,6,978,978,1427,"2018","2018"
"NCT01459120","2011-10-18",NA,"Interventional","Not Applicable",1800,"Completed","Comparing Door-to-door Versus Community Gathering in Providing HIV Counseling and Testing Within an Integrated Primary Health Care Package: a Cluster Randomized Trial in Rural Lesotho","Comparison of Door-to-door Versus Community Gathering to Provide HIV Counseling and Testing Services in Rural Lesotho","2011-10-01","2012-02-01","2012-02-01",FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","Lesotho","LMIC","tuberculosis","TRUE ","article","linked in registry",25513807,"10.1371/journal.pmed.1001768","",2014-12-16,TRUE,1049,1049,NA,NA,-17,106,106,1155,"2012","2012"
"NCT01841541","2013-04-24",NA,"Interventional","Not Applicable",380,"Completed","Triage Plus for TB: Improving Community-Based Provision for TB in Africa. The Impact of Involving Informal Health Providers for Tuberculosis Control in Sudan","The Impact of Involving Informal Health Providers for Tuberculosis Control in Sudan","2009-01-01","2012-04-01","2012-03-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Sudan","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-1574,-388,-419,NA,"2012","2012"
"NCT02953847","2016-09-05",NA,"Interventional","Phase 1",21,"Completed","The Bioavailability of Rifampicin in Fixed Dose Combinations (FDCs) Widely Used in South Africa to Treat Drug-susceptible Tuberculosis (TB)","The Bioavailability of Rifampicin in (FDCs) Widely Used in South Africa to Treat Drug-susceptible (TB)","2016-11-01","2017-02-01","2017-02-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","google search / trial number",29663959,"10.5588/ijtld.17.0697","https://www.ingentaconnect.com/content/iuatld/ijtld/2018/00000022/00000005/art00013;jsessionid=2bhj71s7gwyap.x/ic/live/02",2018-05-01,TRUE,454,454,NA,NA,57,149,149,603,"2017","2017"
"NCT01130311","2010-05-25",NA,"Interventional","Not Applicable",259,"Completed","A Randomized, Placebo-Controlled, Double-Blinded, 250-Subject Clinical Trial of Vitamin D Replacement in Patients With Pulmonary Tuberculosis","Replacement of Vitamin D in Patients With Active Tuberculosis","2009-10-01","2010-12-01","2010-04-01",FALSE,"Randomized","Triple","OTHER",TRUE,"Multicentric Local","Pakistan","LMIC","tuberculosis","TRUE ","article","linked in registry",23331510,"10.1186/1471/2334/13/22","",2013-01-19,TRUE,780,1024,NA,NA,-236,190,-54,970,"2010","2010"
"NCT00771498","2008-10-10",NA,"Interventional","Phase 4",30,"Completed","An Evaluation of the Pharmacological Interaction of Lopinavir 800mg - Ritonavir 200mg Combination and Rifampin in Subjects Presenting Tuberculosis, With Contraindication for Antiretroviral Regimens Including Efavirenz","An Evaluation of the Pharmacological Interaction of Lopinavir/r and Rifampin","2008-11-01","2012-12-01","2012-12-01",FALSE,NA,"None (Open Label)","OTHER",TRUE,"Multicentric Local","Brazil","LMIC","tuberculosis","FALSE","article","google search / PI + intervention",NA,"10.4172/2155/6113.1000358","",2014-10-08,TRUE,676,676,NA,NA,22,1513,1513,2189,"2012","2012"
"NCT01154959","2010-06-30",NA,"Interventional","Phase 3",120,"Completed","Characterization of Immune Responses in Treatment-induced Latency in Pulmonary Tuberculosis","Latency in Pulmonary Tuberculosis","2010-02-01","2016-07-01","2015-12-01",FALSE,"Randomized","None (Open Label)","OTHER_GOV",FALSE,"Monocentric","India","LMIC","tuberculosis","FALSE","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-149,2193,1980,NA,"2016","2015"
"NCT03027154","2017-01-19",NA,"Interventional","Phase 3",96,"Completed","For Tuberculosis (TB) Clinical Auxiliary Diagnosis of Recombinant Mycobacterium Tuberculosis Allergen ESAT6-CFP10 Dose Certain Phase III Clinical Research in Children Under the Age of 18 Years Old","Clinical Study of Recombinant Mycobacterium Tuberculosis ESAT6-CFP10 Allergen for Children","2016-10-01","2018-03-01","2017-10-01",FALSE,"Randomized","Double","INDUSTRY",TRUE,"Multicentric Local","China","LMIC","tuberculosis","FALSE","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-110,406,255,NA,"2018","2017"
"NCT01380119","2011-06-21",NA,"Interventional","Phase 2",40,"Completed","Phase 2 Study of Orally Formulated Heat-killed Mycobacterium Vaccae Study in TB Patients","Tuberculosis (TB) Immunotherapy Phase 2 Study","2011-08-01","2012-08-01","2012-08-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Ukraine","LMIC","tuberculosis","TRUE ","article","linked in registry",23782489,"10.4161/hv.25280","",NA,TRUE,NA,NA,NA,NA,41,407,407,NA,"2012","2012"
"NCT01802502","2013-02-27",NA,"Interventional","Phase 2",30,"Completed","Explorative PK Study Comparing 600 mg Rifampicin i.v. With 750 mg and 900 mg Rifampicin Oral in Tuberculous Meningitis Patients","Rifampicin Explorative PK Study for Tuberculous Meningitis Comparing Oral and Intravenous Preparation","2013-06-01","2014-04-01","2013-10-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Indonesia","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,94,398,216,NA,"2014","2013"
"NCT00698386","2008-06-13",NA,"Interventional","Phase 3",150,"Unknown status","Efficacy of Oral Zinc Administration as an Adjunct Therapy in Category I Pulmonary Tuberculosis Along With Assessment of Immunological Parameters (Double-blind, Randomized, Placebo-Controlled, Multicenter Clinical Trial","Efficacy of Oral Zinc Administration as an Adjunct Therapy in New Pulmonary Tuberculosis (Category I) Patients","2008-02-01","2009-09-01","2009-09-01",FALSE,"Randomized","Double","OTHER_GOV",FALSE,"Monocentric","India","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-133,445,445,NA,"2009","2009"
"NCT02114684","2014-01-29","2019-02-27","Interventional","Phase 1/Phase 2",197,"Completed","An Open Label Randomized Controlled Clinical Trial Comparing a 24Week Oral Regimen Containing Moxifloxacin With a 24 Week Standard Drug Regimen for the Treatment of Smear-positive Pulmonary Tuberculosis in Patients Previously Treated for TB","Improving Retreatment Success (IMPRESS)","2013-11-01","2017-07-17","2017-07-01",TRUE,"Randomized","None (Open Label)","NETWORK",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",30809633,"10.1093/cid/ciz152","",2020-01-01,TRUE,898,914,590,606,-89,1265,1249,2163,"2017","2017"
"NCT01800487","2013-02-21",NA,"Interventional","Not Applicable",80,"Completed","The Efficacy of Silymarin on the Prevention of Hepatotoxicity From Antituberculosis Drugs","The Efficacy of Silymarin on the Prevention of Hepatotoxicity From Antituberculosis Drugs","2012-01-01","2013-07-01","2013-06-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Thailand","LMIC","tuberculosis","TRUE ","article","linked in registry",26400476,"10.1186/s12906/015/0861/7","",2015-09-23,TRUE,814,844,NA,NA,-417,130,100,944,"2013","2013"
"NCT00608790","2008-01-31",NA,"Interventional","Not Applicable",600,"Unknown status","Diagnostic Yield of Induced Sputum for Rapid Diagnosis of Pulmonary Tuberculosis","Rapid Diagnosis of Pulmonary Tuberculosis","2008-02-01","2013-04-01","2012-12-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",25022447,"10.1007/s10096/014/2198/4","",2014-07-15,TRUE,470,591,NA,NA,1,1887,1766,2357,"2013","2012"
"NCT01979900","2013-11-04",NA,"Interventional","Phase 3",10000,"Completed","Phase III Clinical Study of Efficacy and Safety of Mycobacterium Vaccae to Prevent Tuberculosis in High Risk Groups of Tuberculosis Infection","Phase III Clinical Study of Efficacy and Safety of Vaccae™ to Prevent Tuberculosis","2013-10-01","2017-11-26","2017-11-26",FALSE,"Randomized","Double","INDUSTRY",TRUE,"Multicentric Local","China","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-34,1483,1483,NA,"2017","2017"
"NCT02378207","2015-02-12","2019-09-03","Interventional","Phase 1",84,"Completed","A Randomized, Placebo-controlled, Partially Blinded Phase 1b Clinical Trial to Evaluate the Safety and Immunogenicity of BCG Revaccination, H4:IC31, and H56:IC31 in Healthy, HIV-1-Uninfected Adolescent Participants","Safety and Immunogenicity Study of BCG, H4:IC31, and H56:IC31 Revaccination in Healthy Adolescents","2015-05-01","2016-12-09","2016-10-31",TRUE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",32382714,"10.1016/j.eclinm.2020.100313","",2020-03-18,TRUE,1195,1234,998,1037,78,666,627,1861,"2016","2016"
"NCT01693224","2012-09-23",NA,"Interventional","Not Applicable",512,"Unknown status","Feasibility of Using the Inverness Lateral Flow Urine LAM Test for Diagnosis of Tuberculosis in HIV-Positive TB Suspects in Cape Town, South Africa","Feasibility of a Lateral Flow Urine LAM Test for Diagnosis of Tuberculosis in South Africa","2011-04-01","2013-02-01","2013-02-01",FALSE,NA,"None (Open Label)","NETWORK",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-541,131,131,NA,"2013","2013"
"NCT02169570","2014-06-16",NA,"Interventional","Phase 4",435,"Unknown status","Effect of Supplementary Vitamin D in Patients With Diabetes Mellitus and Pulmonary Tuberculosis (EVIDENT Study): a Randomized, Double Blind, Controlled Trial","Effect of Supplementary Vitamin D in Patients With Diabetes Mellitus and Pulmonary Tuberculosis","2014-12-01","2017-12-01","2016-12-01",FALSE,"Randomized","Triple","OTHER",FALSE,"Monocentric","Pakistan","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,168,1264,899,NA,"2017","2016"
"NCT01136161","2010-05-31",NA,"Interventional","Phase 2",95,"Completed","Double-Blind, Randomized, Placebo-Controlled Phase II Clinical Trial to Investigate the Safety, Tolerability, and Immunogenicity of the Novel Antituberculous Vaccine RUTI® Following One Month of Isoniazid Treatment in Subjects With Latent Tuberculosis Infection","Clinical Trial to Investigate the Safety, Tolerability, and Immunogenicity of the Novel Antituberculous Vaccine RUTI® Following One Month of Isoniazid Treatment in Subjects With Latent Tuberculosis Infection","2010-06-01","2011-05-01","2011-05-01",FALSE,"Randomized","Quadruple","INDUSTRY",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",24586912,"10.1371/journal.pone.0089612","",2014-02-26,TRUE,1032,1032,NA,NA,1,335,335,1367,"2011","2011"
"NCT00972699","2009-09-04",NA,"Interventional","Phase 2",1200,"Completed","Mentor Mothers: A Sustainable Family Intervention in South African Townships","Mentor Mothers: A Sustainable Family Intervention in South African Townships","2008-07-01","2011-12-01","2011-12-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","FALSE","article","linked in registry",21535876,"https://doi.org/10.1186/1742/4755/8/9","",2011-05-02,TRUE,-213,-213,NA,NA,-430,818,818,605,"2011","2011"
"NCT02060006","2014-02-07",NA,"Interventional","Phase 3",200,"Unknown status","A Double-Blind Randomized Placebo Controlled Trial for Prevention of Tuberculosis-Immune Reconstitution Inflammatory Syndrome With Non-Steroid Anti-Inflammatory Drugs (NSAIDs) in HIV-Infected Adults","TB-IRIS NSAID Cox-2 Inhibitor Prevention Trial","2014-04-01","2015-04-01","2015-04-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","South Africa","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,53,418,418,NA,"2015","2015"
"NCT02627209","2015-11-26",NA,"Interventional","Not Applicable",280,"Unknown status","Non-infectious and Infectious Uveitis Diagnosis","The Serum Angiotensin Converting Enzyme and Lysozyme Levels in Patients Non-infectious and Infectious Uveitis","2014-06-01","2017-01-01","2016-02-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Turkey","LMIC","tuberculosis","TRUE ","article","linked in registry",26879979,"10.1186/s12886/016/0194/4","",2016-02-16,TRUE,-320,15,NA,NA,-543,402,67,82,"2017","2016"
"NCT03918226","2019-04-15",NA,"Interventional","Not Applicable",80,"Completed","Acute Presentation and Management of Abdominal Tuberculosis: A Ten-year Experience at a Tertiary Care Center in Pakistan","Acute Presentation and Management of Abdominal Tuberculosis: A Ten-year Experience at a Tertiary Care Center in Pakistan","2008-05-01","2018-04-30","2018-04-30",FALSE,NA,"None (Open Label)","OTHER_GOV",FALSE,"Monocentric","Pakistan","LMIC","tuberculosis","TRUE ","article","google search / PI + intervention",32036817,"10.29271/jcpsp.2020.02.129","",2020-02-01,TRUE,642,642,NA,NA,-4001,-350,-350,292,"2018","2018"
"NCT02075203","2014-02-17","2019-02-14","Interventional","Phase 2",989,"Completed","A Randomized, Placebo Controlled, Partially Blinded Phase II Study to Evaluate Safety, Immunogenicity, and Prevention of Infection With Mycobacterium Tuberculosis of AERAS-404 and BCG Revaccination in Healthy Adolescents","Evaluation of Safety, Immunogenicity, and Prevention of TB With AERAS-404 and BCG Revaccination in Healthy Adolescents","2014-02-01","2017-10-06","2017-08-28",TRUE,"Randomized","Quadruple","OTHER",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","FALSE","article","google search / PI + intervention",29996082,"10.1056/NEJMoa1714021","",2018-07-11,TRUE,278,317,496,535,-16,1327,1288,1605,"2017","2017"
"NCT02391415","2015-03-05",NA,"Interventional","Phase 2",416,"Completed","Phase II Double-blind, Randomized, Controlled Study to Evaluate Safety and Immunogenicity of VPM1002 Compared With BCG in HIV-exposed and HIV-unexposed, BCG-naive Newborn Infants","Study to Evaluate the Safety and Immunogenicity of VPM1002 in Comparison With BCG in HIV-exposed/-Unexposed Newborn Infants in South Africa","2015-06-01","2017-11-01","2017-11-01",FALSE,"Randomized","Triple","INDUSTRY",TRUE,"Multicentric Local","South Africa","LMIC","tuberculosis","TRUE ","article","linked in registry",35772447,"10.1016/S1473/3099(22)00222/5","",2022-06-27,TRUE,1699,1699,NA,NA,88,972,972,2671,"2017","2017"
"NCT00507000","2007-07-23",NA,"Interventional","Phase 3",150,"Unknown status","Role of Oral Vitamin D as an Adjunct Therapy in Category I Pulmonary Tuberculosis Along With Assessment of Immunological Parameters. (Double-blind, Randomized, Placebo-Controlled, Clinical Trial)","Pulmonary Tuberculosis and Vitamin D","2008-05-01","2012-09-01","2010-09-01",FALSE,"Randomized","Triple","OTHER_GOV",FALSE,"Monocentric","India","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,283,1867,1136,NA,"2012","2010"
"NCT00677339","2008-05-12",NA,"Interventional","Phase 3",200,"Completed","Phase 3 Trial of Oral L-arginine and / or Vitamin D as Adjunctive Therapies in Pulmonary Tuberculosis in Papua Province, Indonesia.","L-arginine and Vitamin D Adjunctive Therapy in Pulmonary Tuberculosis (TB)","2008-06-01","2010-05-01","2010-02-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","Indonesia","LMIC","tuberculosis","TRUE ","article","linked in registry",23967066,"10.1371/journal.pone.0070032","",2013-08-14,TRUE,1201,1290,NA,NA,20,719,630,1920,"2010","2010"
"NCT02389322","2015-03-05",NA,"Interventional","Phase 2",1044,"Completed","Phase IIb Clinical Study of Recombinant Mycobacterium Tuberculosis Allergen ESAT6-CFP10 on Healthy People Aged 18-65,Adopting Randomized Blinded and Parallel Controlled Method","Phase IIb Clinical Study of Recombinant Mycobacterium Tuberculosis Allergen ESAT6-CFP10 on Healthy People Aged 18-65","2015-03-01","2015-09-01","2015-07-01",FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","China","LMIC","tuberculosis","FALSE","article","linked in registry",34021314,"10.1093/cid/ciab472","https://academic.oup.com/cid/article/74/4/668/6280234?login=false",2021-05-22,TRUE,2090,2152,NA,NA,-4,180,118,2270,"2015","2015"
"NCT00850915","2009-02-24",NA,"Interventional","Phase 4",1259,"Completed","Feasibility and Effectiveness of Community Based Isoniazid Preventive Therapy in Kenya","Feasibility and Effectiveness of Community Based Isoniazid Preventive Therapy in Kenya","2009-04-01","2012-11-01","2012-11-01",FALSE,"Randomized","None (Open Label)","OTHER",TRUE,"Multicentric Local","Kenya","LMIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,36,1346,1346,NA,"2012","2012"
"NCT01521364","2011-09-13","2013-01-17","Interventional","Phase 4",7,"Completed","The Pharmacokinetic Effect of Clarithromycin on the AUC0-12h of Linezolid in Multidrug-resistant and Extensively Drug-resistant Tuberculosis (MDR/XDR-TB) Patients","Drug Interaction Study Between Linezolid and Clarithromycin in Tuberculosis Patients","2011-12-01","2012-11-01","2012-10-01",TRUE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","Netherlands","HIC","tuberculosis","TRUE ","article","linked in registry",23520311,"10.1183/09031936.00001913","",2013-03-21,TRUE,140,171,77,108,79,415,384,555,"2012","2012"
"NCT00990990","2009-10-06",NA,"Interventional","Phase 1",59,"Completed","A Phase 1, Double-Blind, Randomized, Placebo-Controlled Study To Evaluate The Safety, Tolerability, Pharmacokinetics And Pharmacodynamics Of PNU-100480 (PF-02341272) After Administration Of Multiple Escalating Oral Doses To Healthy Adult Subjects","Safety, Tolerability, Pharmacokinetics And Measurement Of Whole Blood Activity (WBA) Of PNU-100480 After Multiple Oral Doses In Healthy Adult Volunteers","2009-10-01","2010-05-01","2010-05-01",FALSE,"Randomized","Double","INDUSTRY",FALSE,"Monocentric","United States","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-5,207,207,NA,"2010","2010"
"NCT02175134","2014-06-25",NA,"Interventional","Not Applicable",2,"Terminated","IFN-gamma-releasing Assay Based Approach in Patients With Suspected Tuberculous Peritonitis","IFN-gamma-releasing Assay Based Approach in Patients With Suspected Tuberculous Peritonitis","2014-07-01","2018-06-01","2018-06-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,6,1437,1437,NA,"2018","2018"
"NCT01162486","2010-07-13","2014-11-20","Interventional","Phase 1",37,"Completed","Phase I Dose Escalation Study of the Pharmacokinetics, Safety and Tolerability of Rifapentine and the Effects of Increasing Doses of Rifapentine on Induction of Metabolizing Enzymes in Healthy Volunteers","Pharmacokinetics, Safety and Tolerability of Escalating Rifapentine Doses in Healthy Volunteers","2010-04-01","2011-03-01","2011-02-01",TRUE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","United States","HIC","tuberculosis","TRUE ","article","linked in registry",24614383,"10.1128/AAC.01918/13","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4068478/",2014-03-10,TRUE,1105,1133,1360,1388,-103,231,203,1336,"2011","2011"
"NCT02778828","2016-05-12",NA,"Interventional","Not Applicable",31,"Completed","Determination of Pharmacokinetic and Therapeutic Adaptation of Linezolid in the Treatment of Multi-Resistant Tuberculosis MDR-TB","Pharmacokinetic and Therapeutic Adaptation of Linezolid in the Treatment of Multi-Resistant Tuberculosis","2015-11-04","2018-12-31","2017-12-31",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","France","HIC","tuberculosis","FALSE","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-190,963,598,NA,"2018","2017"
"NCT01011543","2009-10-05",NA,"Interventional","Not Applicable",160,"Completed","Comparison of Induced Sputum and Bronchoscopic Approach (BAL, Fluoroscopy-guided Transbronchial Biopsies) in Patients Suspected of Pulmonary Tuberculosis With Negative Direct Exam on Three Consecutive Non-induced Sputum Samples","Induced Sputum Versus Bronchoscopy in Smear Negative Pulmonary Tuberculosis","2009-08-01","2015-12-01","2015-12-01",FALSE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Belgium","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-65,2248,2248,NA,"2015","2015"
"NCT02090374","2014-03-11","2020-07-13","Interventional","Not Applicable",93,"Completed","Development of Human Nasal Challenge Models With Microbial Constituents and Grass Pollen: Monophosphoryl lipidA, Poly-inosine-cytosine, Poly-inosine-cytosine Stabilised With Poly-L-lysine and Carboxymethylcellulose, Resiquimod, Tuberculin and Timothy Grass Pollen","Development of Human Nasal Challenge Models With Microbial Constituents and Grass Pollen","2014-03-01","2017-03-01","2017-03-01",TRUE,"Non-Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","United Kingdom","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,1230,1230,-10,1086,1086,NA,"2017","2017"
"NCT01181856","2010-08-11",NA,"Interventional","Phase 1",24,"Completed","Safety and Immunogenicity of Candidate Tuberculosis (TB) Vaccine MVA85A Administered by the Intramuscular Route and the Intradermal Route: a Phase I Randomised Active Controlled Trial","Safety of Tuberculosis Vaccine, MVA85A, Administered by the Intramuscular Route and the Intradermal Route","2010-01-01","2011-01-01","2011-01-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","United Kingdom","HIC","tuberculosis","TRUE ","article","linked in registry",23266342,"10.1016/j.vaccine.2012.12.042","",2012-12-21,TRUE,720,720,NA,NA,-222,143,143,863,"2011","2011"
"NCT01242475","2010-11-16",NA,"Interventional","Phase 2",151,"Completed","A Phase IIa Specificity Trial of the Diagnostic Agent C-Tb, When Given Intradermally by the Mantoux Technique to Healthy Volunteers Previously Vaccinated With BCG","A Trial of the C-Tb Skin Test, When Given Intradermally to Healthy Volunteers Previously Vaccinated With BCG","2011-04-01","2011-11-01","2011-11-01",FALSE,"Randomized","Quadruple","OTHER",FALSE,"Monocentric","United Kingdom","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,136,350,350,NA,"2011","2011"
"NCT02861768","2016-08-05",NA,"Interventional","Not Applicable",991,"Completed","Improving the Diagnostic of Tuberculosis","Improving the Diagnostic of Tuberculosis","2013-03-22","2019-02-08","2019-02-08",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","France","HIC","tuberculosis","TRUE ","no paper","",NA,"","",NA,FALSE,NA,NA,NA,NA,-1232,917,917,NA,"2019","2019"
"NCT01135043","2010-05-28",NA,"Interventional","Phase 4",188,"Unknown status","The Impact of the Simple Verbal Intervention for Adequately Collecting Sputum and the Acceptable Specimen Based on Gram Stain, on the Results of Sputum Acid-fast Bacilli Smear Testing","Simple Verbal Intervention for Adequately Collecting Sputum","2009-07-01","2010-09-01","2010-06-01",FALSE,"Randomized","None (Open Label)","OTHER",FALSE,"Monocentric","Korea, Republic of","HIC","tuberculosis","TRUE ","article","linked in registry",24200273,"10.5588/ijtld.13.0336","",2013-12-01,TRUE,1187,1279,NA,NA,-331,96,4,1283,"2010","2010"
"NCT00811343","2008-12-18",NA,"Interventional","Not Applicable",430,"Completed","Impact of New Immunological Diagnosis Tests of Latent Tuberculosis in Adults Patients Who Need Anti TNF Therapy.","Impact of New Immunological Diagnosis Tests of Latent Tuberculosis Before Anti TNF Therapy","2008-12-01","2012-06-01","2010-12-01",FALSE,NA,"None (Open Label)","OTHER",FALSE,"Monocentric","France","HIC","tuberculosis","TRUE ","article","linked in registry",22258485,"10.1136/annrheumdis/2011/200408","",2012-01-17,TRUE,-136,412,NA,NA,-17,1261,713,1125,"2012","2010"
