"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
1169,"NCT05342064","Closing -TB GAPs - for People Living With HIV: TB Guidance for Adaptable Patient-Centered Service","TB_GAPS","Recruiting","No Results Available","Tuberculosis|HIV Coinfection|Tuberculosis Infection","Other: patient-centered TB preventive therapy|Other: TB preventive therapy adherence support","TB screening|TB diagnosis|TPT prevention outcomes|Cost-effectiveness|Proportion of participants selecting 3HP and the proportion selecting 6H when offered a choice within a decentralized model|Proportion of participants completing 6H and the proportion completing 3HP among participants randomized to standard support vs. bidirectional messaging|Proportion of participants initiated on TPT in the control phase vs. the intervention phase|Description of the number of participants with different TB treatment and TPT outcomes at the completion of respective therapies|Number of life years saved through novel TPT approaches|Number of active TB cases averted through novel TPT approaches|Measure the association between participant factors and screening and diagnostic positivity rates|Laboratory turnaround time|Result reporting rate|Time-to-treatment initiation|Diagnostic performance of mask sampling with differing forms of quiet and forced expiration (i.e., talking, singing) against standard approaches of sampling|Compare alternative stool processing techniques and molecular diagnostics/tests of MTB resistance against clinical and microbiologic reference standards|Compare Alere-LAM diagnostic accuracy with that of the SILVAMP-LAM with both spot and early-morning urine samples|Analyze different processing approaches for oral swabs prior to testing by Xpert Ultra vs. other microbiological diagnostic and drug susceptibility tests|Compare clinician read of chest radiograph with point-of-care ultrasound interpretation to determine agreement and additive yield of each method|Prevalence of extrapulmonary TB by means of point of care ultrasound in participants diagnosed with TB|Assess ultrasound inter-reader agreement between hands-on operators|Assess ultrasound inter-reader agreement between hands-on operators AND remote expert reviewers|Compare the proportion of clinician and computer aided detection chest radiograph interpretation with algorithmic approaches against clinical and microbiologic reference standards|Sensitivity of point of care CRP versus the WHO symptom screening|Specificity of point of care CRP versus the WHO symptom screening|Area under the receiver operator curve of point of care CRP versus the WHO symptom screening|Sensitivity of chest radiography versus the WHO symptom screening|Area under the receiver operator curve of chest radiography versus the WHO symptom screening|Specificity of chest radiography versus the WHO symptom screening|Sensitivity of SILVAMP-LAM versus the WHO symptom screening|Area under the curve of SILVAMP-LAM versus the WHO symptom screening|Specificity of SILVAMP-LAM versus the WHO symptom screening|Sensitivity of Xpert Ultra performed on an oral/buccal swab versus Xpert Ultra completed on sputum or gastric aspirate|Specificity of Xpert Ultra performed on an oral/buccal swab versus Xpert Ultra completed on sputum or gastric aspirate|Area under the ROC curve of Xpert Ultra performed on an oral/buccal swab versus Xpert Ultra completed on sputum or gastric aspirate|Sensitivity of Xpert Ultra performed on stool versus Xpert Ultra completed on sputum or gastric aspirate|Specificity of Xpert Ultra performed on stool versus Xpert Ultra completed on sputum or gastric aspirate|Area under the receiver operator curve of Xpert Ultra performed on stool versus Xpert Ultra completed on sputum or gastric aspirate|Sensitivity of LF-LAM versus Xpert Ultra completed on sputum or gastric aspirate|Specificity of LF-LAM versus Xpert Ultra completed on sputum or gastric aspirate|Area under the receiver operator curve of LF-LAM versus Xpert Ultra completed on sputum or gastric aspirate|Sensitivity of Xpert Ultra performed on a gelatin filter removed from a participant's mask versus Xpert Ultra completed on sputum or gastric aspirate|Specificity of Xpert Ultra performed on a gelatin filter removed from a participant's mask versus Xpert Ultra completed on sputum or gastric aspirate|Area under the receiver operator curve of Xpert Ultra performed on a gelatin filter removed from a participant's mask versus Xpert Ultra completed on sputum or gastric aspirate|Sensitivity of point of care ultrasound versus Xpert Ultra completed on sputum or gastric aspirate|Specificity of point of care ultrasound versus Xpert Ultra completed on sputum or gastric aspirate|Area under the receiver operator curve of point of care ultrasound versus Xpert Ultra completed on sputum or gastric aspirate|Sensitivity of Xpert Host Response Cartridge on blood specimen versus Xpert Ultra completed on sputum or gastric aspirate|Specificity of Xpert Host Response Cartridge on blood specimen versus Xpert Ultra completed on sputum or gastric aspirate|Area under the receiver operator curve of Xpert Host Response Cartridge on blood specimen versus Xpert Ultra completed on sputum or gastric aspirate|Sensitivity of chest radiography for TB screening compared to the sensitivity of the WHO symptom screening using the McNemar test|Sensitivity of SILVAMP-LAM for TB screening compared to the sensitivity of the WHO symptom screening using the McNemar test","Baylor College of Medicine|Centers for Disease Control and Prevention|London School of Hygiene and Tropical Medicine|University of Ottawa|University of Stellenbosch","All","Child, Adult, Older Adult","Not Applicable","6500","Other|U.S. Fed","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Other","H-51421","July 11, 2023","December 2024","September 2025","April 22, 2022",,"August 16, 2023","Baylor College of Medicine Children's Foundation, Mbabane, Swaziland",,"https://ClinicalTrials.gov/show/NCT05342064"
1170,"NCT03346018","Immunologic Markers for the Differential Diagnosis Between Uveitis-TBC and Uveitis-SARC (TBC-SARC)","TBC-SARC","Unknown status","No Results Available","Uveitis Tuberculous|Uveitis Sarcoid","Diagnostic Test: Analysis of aqueous humor and plasma samples","Identify, in the aqueous humor and in the blood of patients suffering from granulomatous uveitis the presence of immunologic markers that distinguish between uveitis of tuberculous etiology and uveitis by sarcoidosis","Arcispedale Santa Maria Nuova-IRCCS","All","18 Years to 90 Years   (Adult, Older Adult)",,"30","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","2017/0103969","November 3, 2017","August 30, 2021","December 30, 2021","November 17, 2017",,"July 14, 2020","IRCCS/AUSL Reggio Emilia Hospital, Reggio Emilia, Italy",,"https://ClinicalTrials.gov/show/NCT03346018"
1171,"NCT04482231","Antibiotic Observatory for Respiratory Diseases, Apart From Tuberculosis and Reportable Diseases","AORD","Completed","No Results Available","Antibiotic Sore Tongue",,"Appropriateness of antibiotic prescription|inappropriatness of antibiotic prescription|international recommendations|patients profile with inappropriate antibiotic therapy|patients profile with infectious disease","University of Monastir","All","18 Years to 90 Years   (Adult, Older Adult)",,"9944","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","BAROMETRE","January 2, 2018","August 31, 2018","August 31, 2018","July 22, 2020",,"July 22, 2020","Emergency department of fattouma bourguiba university hospital, Monastir, Tunisia",,"https://ClinicalTrials.gov/show/NCT04482231"
1172,"NCT06306430","Detection of Lipoarabinomannan in Urine Evaluation of the STANDARDTMF TBLAMFIA and Its Impact on the Initial TB Diagnosis","uLAMTBFIA","Not yet recruiting","No Results Available","Tuberculosis|Diagnoses Disease","Device: STANDARDTM F TB LAM FIA","Evaluate the diagnostic performance of a new test based on the detection of lipoarabinomannan (LAM) antigen in human urine using immunoassay|Exploratory Objectives Evaluate if the test can be used as marker of treatment response (only for PTB subjects)","Ospedale San Raffaele","All","18 Years and older   (Adult, Older Adult)",,"550","Other","Observational","Observational Model: Cohort|Time Perspective: Prospective","uLAM TB FIA","April 2024","October 2024","October 2025","March 12, 2024",,"March 12, 2024","Emerging Bacterial Pathogens Unit, Milan, Italy",,"https://ClinicalTrials.gov/show/NCT06306430"
1173,"NCT03800394","Pharmacokinetics of Intracellular TFV-DP and FTC-TP in HIV-infected Adolescents",,"Recruiting","No Results Available","Human Immunodeficiency Virus (HIV)|Tuberculosis|Coinfection","Other: Observational PK study","Average concentration (Cav) of intracellular TFV-DP and FTC-TP in Ghanaian HIV-infected adolescents.|Area under the time-concentration curve 0-24 hours (AUC0-24h) of intracellular TFV-DP and FTC-TP in Ghanaian HIV-infected adolescents.|Cav of TFV-DP and FTC-TP PK in HIV-infected adolescents with and without TB coinfection.|AUC0-24h of TFV-DP and FTC-TP PK in HIV-infected adolescents with and without TB coinfection.|Effect of age on TFV-DP and FTC-TP Cav.|Effect of age on TFV-DP and FTC-TP AUC0-24h .|Intracellular TFV-DP and FTC-TP Cav in adolescents compared to that in historical adult controls.|Intracellular TFV-DP and FTC-TP AUC0-24h in adolescents compared to that in historical adult controls.|Relationship between Adenosine triphosphate (ATP)-binding cassette subfamily C, member 2 (ABCC2), member 4 (ABCC4) and member 10 (ABCC10) SNPs and TFV-DP and FTC-TP AUC0-24h.|Prevalence and covariates of intracellular TFV-DP Cav < 95 fmol/106 cells in adolescents.","University of Florida|Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)","All","10 Years to 19 Years   (Child, Adult)",,"382","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Cross-Sectional","IRB201801820 - PKAdol|2R01HD071779","January 28, 2019","August 31, 2024","August 31, 2024","January 11, 2019",,"December 7, 2023","Kwame Nkrumah University of Science and Technology, Kumasi, Ghana",,"https://ClinicalTrials.gov/show/NCT03800394"
1174,"NCT02768909","Diagnostic Trial to Validate the Use of the E-Nose in Pulmonary TB",,"Unknown status","No Results Available","Tuberculosis, Pulmonary|e-Nose","Device: E-Nose|Other: Survey & Physical Exam|Other: Chest X-ray|Other: Sputum Samples|Device: Follow Up 5 days after beginning of Tx.|Device: Follow Up 15 days after beginning of Tx.|Device: Follow Up 30 days after beginning of Tx.|Device: Follow Up 60 days after beginning of Tx.","Diagnostic Accuracy of the electronic nose signal value to differentiate patients with Pulmonary TB.|Average Days needed to observed a negative result with the device after initiation of treatment.|Number of Adverse Effects related to the used of the device, assess by the CTCAE","Universidad Central de Venezuela|The ENose Company, Zutphen, Netherlands|Foundation for Research in Mycobacteria (FUNDAIM)","All","15 Years and older   (Child, Adult, Older Adult)","Not Applicable","250","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","EN001","January 2015","December 2016","February 2017","May 11, 2016",,"May 11, 2016","Instituto de Biomedicina, Caracas, DC, Venezuela",,"https://ClinicalTrials.gov/show/NCT02768909"
1175,"NCT03821285","Respiratory Function in Patients With Post-tuberculosis Lung Impairment",,"Unknown status","No Results Available","Lung Diseases, Obstructive|Pulmonary Rehabilitation|Lung TB","Procedure: Pulmonary Rehabilitation","6-min walking test|dyspnoea|muscle fatigue|health related quality of life|health status","Università degli Studi dell'Insubria|Fondazione Salvatore Maugeri|Azienda Ospedaliero Universitaria di Sassari|Instituto Nacional de Enfermedades Respiratorias","All","Child, Adult, Older Adult","Not Applicable","100","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Screening","2215CE","February 14, 2019","July 31, 2020","January 14, 2021","January 29, 2019",,"January 29, 2019","ICS Maugeri, IRCCS, Tradate, Varese, Italy",,"https://ClinicalTrials.gov/show/NCT03821285"
1176,"NCT04938596","Airborne Preventive Measures to Reduce New TB Infections in Household Contacts","TBMask","Recruiting","No Results Available","Tuberculosis, Pulmonary|Household Contacts|Tuberculosis","Combination Product: Respiratory bundle","Participation rate|Study compliance|Completion rate|Acceptability of the intervention|New tuberculosis infections","Pontificia Universidad Catolica de Chile|Fondo Nacional de Desarrollo Científico y Tecnológico, Chile|Agencia Nacional de Investigación y Desarrollo","All","Child, Adult, Older Adult","Not Applicable","400","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","1211225","October 4, 2021","March 2024","August 2024","June 24, 2021",,"November 18, 2023","Pontificia Universidad Católica de Chile, Santiago, Chile",,"https://ClinicalTrials.gov/show/NCT04938596"
1177,"NCT03785106","Tuberculosis Preventive Therapy Among Latent Tuberculosis Infection in HIV-infected Individuals",,"Active, not recruiting","No Results Available","HIV-infected Participants With Latent TB Infection in High TB Burden Country","Drug: Isoniazid/Rifapentine daily (4 weeks) plus pyridoxine (vitamin B6)|Drug: Isoniazid/Rifapentine 12-weekly plus pyridoxine (vitamin B6)","efficacy in preventing active TB (proportion of participants that do not have active TB by the end of the study)|safety of the regimens (proportion of participants that do not have any side effects throughout the study period)|tolerability to the regimens (proportion of participants that can complete the treatment course)|prevalence of drug resistance of MTB|severity of the condition|presence of symptoms|level of CBC|level of ALT|level of AST|level of total bilirubin|level of ALK|level of creatinine|death|when TB culture becomes positive|when TB is confirmed by clinical examination|adherence to LTBI treatment|consistency of taking LTBI treatment|treatment discontinuation|discontinuation of study due to adverse drug reactions|CD4 count|CD4 count to confirmed or probable TB|time it takes for TB to be confirmed by IGRA|TST result at baseline","The HIV Netherlands Australia Thailand Research Collaboration|King Chulalongkorn Memorial Hospital|Police General Hospital|Pranangklao Hospital|Taksin Hospital|Bhumibol Adulyadej Hospital|Klang Hospital|Chiang Rai Prachanukroh Hospital|Sanpatong Hospital|Queen Sawang Vadhana Memorial Hospital|Buddhachinnaraj Hospital|Maharat Nakhon Ratchasima Hospital|HatYai Hospital|Srinagarind Hospital, Khon Kaen University|Sisaket Hospital|The Public Health Centre 28 Krung thon buri","All","18 Years and older   (Adult, Older Adult)","Phase 3","2500","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","HIV-NAT 255","August 15, 2019","March 2038","March 2038","December 24, 2018",,"February 28, 2024","Klang Hospital, Bangkok, Thailand|Bhumibol Adulyadej Hospital, Bangkok, Thailand|HIV-NAT, Thai Red Cross AIDS Research Centre, Bangkok, Thailand|King Chulalongkorn Memorial Hospital, Bangkok, Thailand|Police General Hospital, Bangkok, Thailand|Taksin Hospital, Bangkok, Thailand|the Public Health Centre 28 Krung thon buri, Bangkok, Thailand|Sanpatong Hospital, Chiang Mai, Thailand|Chiangrai Prachanukroh Hospital, Chiang Rai, Thailand|Queen Savang Vadhana Memorial Hospital, Chon Buri, Thailand|Srinagarind Hospital, Khon Kaen, Thailand|Maharat Nakhon Ratchasima Hospital, Nakhon Ratchasima, Thailand|Pranangklao Hospital, Nonthaburi, Thailand|Buddhachinnaraj Hospital, Phitsanulok, Thailand|Sisaket Hospital, Sisaket, Thailand|Hatyai Hospital, Songkhla, Thailand",,"https://ClinicalTrials.gov/show/NCT03785106"
1178,"NCT00491933","Quantiferon-TB Gold in the Assessment of Latent TB in Patients Candidate to Treatment or Treated With TNFα Antagonists","TNFTB","Unknown status","No Results Available","Rheumatoid Arthritis|Spondylarthritis|Tuberculosis","Procedure: Quantiferon-TB Gold assay|Procedure: Tuberculin skin test","Concordance between the QFT-G assay and the tuberculin skin test|Correlation of the test results to the patient's risk of LTBI|Factors associated with discordance between the TST and the QFT-G test|Frequency of indeterminate results","ASST Fatebenefratelli Sacco","All","18 Years to 80 Years   (Adult, Older Adult)","Not Applicable","100","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","HS-RHEU-2007-001","June 2007",,"October 2007","June 26, 2007",,"June 26, 2007","Rheumatology Unit, Ospedale L. Sacco Polo Universitario, Milano, Italy",,"https://ClinicalTrials.gov/show/NCT00491933"
1179,"NCT05845112","Start Taking Action For TB Diagnosis","START4ALL","Not yet recruiting","No Results Available","Diagnosis|Tuberculosis","Diagnostic Test: Molecular Diagnostics|Diagnostic Test: Qualitative C-Reactive Protein (CRP)|Diagnostic Test: Point of Care (POC) C-Reactive Protein (CRP): Quantitative CRP|Diagnostic Test: Urine lateral flow tests|Diagnostic Test: Portable Chest X Ray Image Acquisition","Primary study endpoint|Secondary study endpoint (1)|Secondary study endpoint (2)","Liverpool School of Tropical Medicine","All","1 Year and older   (Child, Adult, Older Adult)",,"15300","Other","Observational","Observational Model: Other|Time Perspective: Cross-Sectional","22-084","September 2023","October 2024","October 2026","May 6, 2023",,"May 6, 2023",,,"https://ClinicalTrials.gov/show/NCT05845112"
1180,"NCT05036694","Diagnostic Performance of a Novel Lipoarabinomannan.","FUJILAM","Unknown status","No Results Available","HIV Primary Infection","Device: FUJILAM KIT","To investigate the diagnostic performance of FujiLAM in ambulatory HIV positive patients.|To assess the sensitivity of FujiLAM at different levels of CD4 count.","Médecins Sans Frontières, Kenya|Epicentre","All","15 Years and older   (Child, Adult, Older Adult)","Not Applicable","550","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","ANRS12429","September 2021","September 2022","December 2022","September 8, 2021",,"September 8, 2021",,,"https://ClinicalTrials.gov/show/NCT05036694"
1181,"NCT00424684","Comparison of the Quantiferon®-TB GOLD (in Tube) Assay With Tuberculin Skin Testing for Detecting Latent Tuberculosis Infection in Patients With Chronic Liver Disease Being Evaluated for or Awaiting Liver Transplantation",,"Withdrawn","No Results Available","Chronic Liver Disease|TB","Procedure: collection of blood sample","To assess the concordance between the QFT-G IT assay and the TST in patients with end stage liver disease awaiting liver transplantation and to relate the test results to the patient's risk of latent TB infection.|To assess the factors that are associated with discordance between the TST and the QFT-G test|To assess for laboratory parameters that may influence the QFT-G IT assay, such as lymphocyte count and liver function tests.|To assess the frequency of anergy in this patient population.","University of Pittsburgh|Cellestis","All","18 Years and older   (Adult, Older Adult)","Not Applicable","0","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","IRB#0611163","January 2007",,,"January 19, 2007",,"May 7, 2020","University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT00424684"
1182,"NCT05917340","Intensified Short Course Regimen for TBM in Adults","INSHORT","Not yet recruiting","No Results Available","Tuberculous Meningitis","Drug: High dose rifampicin (25mg/kg)|Drug: Moxifloxacin 400mg|Drug: Aspirin 150 mg|Drug: Isoniazid|Drug: Pyrazinamide|Drug: Steroid|Drug: Rifampicin|Drug: HRZE|Drug: HRE","Mortality rate|Disability rate|Maximum Plasma Concentration [Cmax] of high dose rifampicin, isoniazid, pyrazinamide and moxifloxacin (Subset of patients)|Time for maximal concentration of high dose rifampicin, isoniazid, pyrazinamide and moxifloxacin (Subset of patients)|Area Under the Curve (AUC) of high dose rifampicin, isoniazid, pyrazinamide and moxifloxacin (Subset of patients)|Grade 3 & 4 adverse events|Quality of life (QoL) in both the arms and change in QoL during the follow up","Indian Council of Medical Research|All India Institute of Medical Sciences, Jodhpur|Christian Medical College, Vellore, India|Jawaharlal Institute of Postgraduate Medical Education & Research|North Eastern Indira Gandhi Regional Institute of Health ans Medical Sciences|Madras Medical College|Rural Development Trust Hospital","All","18 Years and older   (Adult, Older Adult)","Phase 3","372","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NIRT-IEC No:2023 003","March 2024","September 2027","September 2027","June 23, 2023",,"December 21, 2023","ICMR- National Institute for Research in Tuberculosis, Chennai, Tamil Nadu, India",,"https://ClinicalTrials.gov/show/NCT05917340"
1183,"NCT03224065","NTM-LD Treatment Based on GenSeizer Characteristic Gene Capture Strategy",,"Unknown status","No Results Available","Non - Tuberculosis Mycobacteria Lung Disease","Diagnostic Test: Genotype detected through GenSeizer high-throughput gene capture technology","Culture conversion rate|Initial time of sputum culture conversion|Chest CT|Blood routine test|liver function test|kidney function test","Shanghai Pulmonary Hospital, Shanghai, China","All","16 Years to 70 Years   (Child, Adult, Older Adult)","Not Applicable","246","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","K17-144","October 9, 2017","September 30, 2020","September 30, 2020","July 21, 2017",,"September 18, 2019","Haiqing Chu, Shanghai, China",,"https://ClinicalTrials.gov/show/NCT03224065"
1184,"NCT03896750","Single-Dose Study to Evaluate the PKs of Pretomanid in Subjects With Renal Impairment Compared to Subjects With Normal Renal Function",,"Not yet recruiting","No Results Available","Renal Impairment|Tuberculosis","Drug: PA-824","Apparent clearance of drug from plasma after drug administration (CL/F)|Apparent first-order terminal elimination rate constant (Lambda z) of pretomanid|Apparent volume of distribution (Vd/F)|Area under the plasma concentration-time curve from time zero to infinity (AUC-infinity)|Area under the plasma concentration-time curve from time zero to time of last measurable concentration (AUClast)|Cumulative amount of pretomanid excreted into the urine from time 0 to the time t (Ae(0-t))|Fraction of pretomanid dose excreted into the urine (Ae%Dose)|Maximum plasma concentration of pretomanid (Cmax)|Renal clearance (CLR) of pretomanid|Terminal-phase elimination half-life (t1/2)|Time to peak (maximum) (Tmax)|Concentrations of pretonamid metabolites (M19 and M50) in plasma and urine|Excretion of representative metabolites M19 and M50 in urine|Mean change from baseline in alanine aminotransferase (ALT)|Mean change from baseline in aspartate aminotransferase (AST)|Mean change from baseline in blood urea nitrogen (BUN)|Mean change from baseline in creatinine|Mean change from baseline in estimated glomerular filtration rate (eGFR)|Mean change from baseline in hemoglobin|Mean change from baseline in magnesium|Mean change from baseline in potassium|Mean change from baseline in total bilirubin|Mean change in blood pressure from baseline|Mean change in oral temperature from baseline|Mean change in pulse from baseline|Mean change in the ECG QTc interval from baseline|Number of subjects reporting adverse events (AEs)|Plasma levels of representative metabolites M19 and M50","National Institute of Allergy and Infectious Diseases (NIAID)","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 1","36","NIH","Interventional","Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","15-0037","December 7, 2023","January 16, 2025","July 14, 2025","April 1, 2019",,"November 18, 2023","Saint Louis University Center for Vaccine Development, Saint Louis, Missouri, United States",,"https://ClinicalTrials.gov/show/NCT03896750"
1185,"NCT05452616","Same-day Versus Rapid ART Initiation in HIV-positive Individuals Presenting With Symptoms of Tuberculosis","SaDAPT","Active, not recruiting","No Results Available","Human Immunodeficiency Virus (HIV) Infection","Other: ART first- Therapeutic use trial|Other: TB results first- Therapeutic use trial","HIV viral suppression <400 copies/mL|Retention in care|Engagement in care|Disengagement from care|Lost to follow-up|Non-traumatic mortality|Serious adverse events (SAEs)|TB-Immune reconstitution inflammatory syndrome (IRIS)|Incidence of TB disease (microbiologically confirmed and/or clinical diagnosis)|HIV viral suppression","University Hospital, Basel, Switzerland|Swiss National Science Foundation|SolidarMed Lesotho|Kamuzu University of Health Sciences, Malawi|Swiss Tropical & Public Health Institute|Malawi-Liverpool-Wellcome Trust Clinical Research Programme|London School of Hygiene and Tropical Medicine","All","12 Years and older   (Child, Adult, Older Adult)","Not Applicable","611","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","AO_2022-00031; am22Labhardt","October 19, 2022","December 2024","December 2024","July 11, 2022",,"March 8, 2024","SolidarMed Lesotho, Premium House #224, Kingsway, Maseru West, Maseru, Lesotho|Kamuzu University of Health Sciences, Helse Nord Tuberculosis Initiative, Blantyre, Malawi","""Study Protocol"", https://classic.clinicaltrials.gov/ProvidedDocs/16/NCT05452616/Prot_002.pdf","https://ClinicalTrials.gov/show/NCT05452616"
1186,"NCT03338621","Trial to Evaluate the Efficacy, Safety and Tolerability of BPaMZ in Drug-Sensitive (DS-TB) Adult Patients and Drug-Resistant (DR-TB) Adult Patients",,"Completed","Has Results","Tuberculosis, Pulmonary|Tuberculosis, Multidrug-Resistant|Tuberculosis, MDR|Tuberculosis|Drug-Resistant Tuberculosis","Drug: Pretomanid|Drug: Bedaquiline|Drug: Moxifloxacin|Drug: Pyrazinamide|Drug: HRZE|Drug: HR","Number of Participants With Culture Negative Status by 8 Weeks|Number of Participants With Bacteriologic Failure or Relapse or Clinical Failure (Unfavorables) at 52 Weeks From Start of Therapy (12 Months)|Time to Culture Negative Status","Global Alliance for TB Drug Development","All","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","455","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","SimpliciTB (B-Pa-M-Z) NC-008","July 30, 2018","July 1, 2021","June 10, 2022","November 9, 2017","November 8, 2023","March 7, 2024","Evandro Chagas, Rio de Janeiro, Brazil|FIOCRUZ, Rio de Janeiro, Brazil|National Center for Tuberculosis and Lung Diseases, Tbilisi, Georgia|Institut Perubatan Respiratori, Kuala Lumpur, Malaysia|Lung Center of Philippines, Manila, Philippines|Tropical Disease Foundation, Manila, Philippines|Moscow City Research and Practice Tuberculosis Treatment Centre, Moscow, Russian Federation|Central TB Research Institute of the Federal Agency of Scientific Organizations, Moscow, Russian Federation|Research Institute of Phthisiopulmonology of I. M. Sechenov First Moscow State Medical University, Moscow, Russian Federation|Research Institute of the Phthisiopulmonology, Sankt Petersburg, Russian Federation|Ural Research Institute of Phthisiopulmonology, Yekaterinburg, Russian Federation|THINK, Pietermaritzburg, KwaZulu Natal, South Africa|Madibeng Centre for Research, Brits, South Africa|TASK, Cape Town, South Africa|University of Cape Town Lung Institute, Cape Town, South Africa|Enhancing Care Foundation, Durban, South Africa|CHRU, King Dinuzulu, Durban, South Africa|CHRU, Helen Joseph Hospital, Johannesburg, South Africa|PHRU, Tshepong Hospital, Klerksdorp, South Africa|CHRU, Empilweni TB Hospital, Port Elizabeth, South Africa|Setshaba Research Centre, Soshanguve, South Africa|Ifakara Health Institute, Bagamoyo, Tanzania|NIMR-Mbeya, Mbeya, Tanzania|Kilimanjaro Clinical Research Institute, Moshi, Tanzania|Mwanza Intervention Trials Unit, Mwanza, Tanzania|Case Western Reserve University, Kampala, Uganda","""Study Protocol"", https://classic.clinicaltrials.gov/ProvidedDocs/21/NCT03338621/Prot_000.pdf|""Statistical Analysis Plan"", https://classic.clinicaltrials.gov/ProvidedDocs/21/NCT03338621/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT03338621"
1187,"NCT00676754","Epidemiology of MDR-TB in Peru","Estudio Epi","Unknown status","No Results Available","TB Multi-drug Resistant","Procedure: Statens Serum Institut RT23 2TU tuberculin","Risk of TB infection among the household members|Relative risk of specific DR mutations in index case across household contacts who acquire TB from strain matching the index case strain, vs. disease-free contacts; and cases whose contacts do/do not convert from negative to positive PPD skin test.","Harvard University Faculty of Medicine|Harvard School of Public Health (HSPH)|Brigham and Women's Hospital|Socios En Salud Sucursal, Peru|National Institute of Allergy and Infectious Diseases (NIAID)","All","Child, Adult, Older Adult",,"18544","Other|NIH","Observational","Observational Model: Cohort|Time Perspective: Prospective","07-0002|5U19AI076217|R01AI057786","September 2009","September 2014","September 2014","May 13, 2008",,"March 29, 2013","Socios En Salud Sucursal Peru, Lima, Peru",,"https://ClinicalTrials.gov/show/NCT00676754"
1188,"NCT04437836","Evaluation of Pharmacokinetics and Safety Tolerability of Higher Doses of Rifampic","HighRif C","Completed","No Results Available","Clinical Trial","Drug: Evaluation of high dose rifampicin in children","Evaluation of high dose rifampicin|Plasma concentration|Time","Kilimanjaro Clinical Research Institute|European and Developing Countries Clinical Trials Partnership (EDCTP)","All","1 Year to 14 Years   (Child)","Phase 1|Phase 2","31","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment","TMA2017CDF-1876-HighRif C","July 1, 2019","June 30, 2022","December 31, 2023","June 18, 2020",,"February 15, 2024","Kilimanjaro Clinical Research Institute, Moshi, Kilimanjaro, Tanzania|Hydom Hospital, Babati, Manyara, Tanzania|Mt. Meru Hospital, Arusha, Tanzania|Huruma Hospital, Moshi, Tanzania",,"https://ClinicalTrials.gov/show/NCT04437836"
