nct_id,last_update_submitted_date,start_month_year,completion_month_year,primary_completion_month_year,study_first_submitted_date,results_first_submitted_date,study_type,phase,enrollment,overall_status,official_title,brief_title
NCT04847076,2021-09-29,"May 3, 2021",December 2021,December 2021,2021-04-05,NA,Interventional,Not Applicable,90,Unknown status,Preliminary Evaluation of the Effectiveness of the Intervention And Now What? to Promote Maternal Mental Health in the Postpartum Period in the Primary Health System in Chile.,"Feasibility of M-health Version of ""What Were We Thinking"" Intervention to Promote Maternal Postpartum Mental Health"
NCT04847362,2021-11-22,"April 11, 2021","January 30, 2022","November 22, 2021",2021-04-12,NA,Interventional,Not Applicable,74,Unknown status,"Investigation of the Effect of Tele-Health Education Provided in the Postpartum Period in the Covid 19 Pandemic on the Depression, Attachment and Anxiety Levels of Women: A Randomized Controlled Study",The Effect of Tele-Health Education Provided in the Postpartum Period in the Covid 19 Pandemic
NCT04852757,2023-09-11,"May 25, 2021","April 30, 2023","October 31, 2022",2021-04-20,NA,Observational,NA,2580,Completed,Estimating the Prevalence of Postpartum Anxiety and Depression in the Context of the COVID-19 Pandemic,Estimating the Prevalence of Postpartum Anxiety and Depression in the Context of the Coronavirus Disease (COVID-19) Pandemic
NCT04853693,2022-04-08,"April 1, 2021","March 31, 2023","March 31, 2023",2021-04-08,NA,Interventional,Not Applicable,120,Unknown status,Pregnancy Without Psychosocial Stress - the Earliest Prevention of Mental Disorders and Toxic Stress in Children,Pregnancy Without Psychosocial Stress
NCT04857593,2022-05-09,"January 4, 2021","September 30, 2022","March 31, 2022",2021-03-18,NA,Interventional,Not Applicable,120,Recruiting,Online Singing Interventions for Postnatal Depression in Times of Social Isolation: a Single Arm Study,Online Singing Interventions for Postnatal Depression in Times of Social Isolation: a Single Arm Study
NCT04860661,2023-07-02,"May 1, 2021","December 31, 2023","December 31, 2023",2021-04-20,NA,Interventional,Not Applicable,1248,Recruiting,"Effect of Prophylactic Esketamine on Postpartum Depression in Cesarean Section: A Multicenter, Prospective, Randomized, Controlled Study",Esketamine on Postpartum Depression in Cesarean Section Women
NCT04913584,2022-04-18,"August 25, 2020","February 22, 2022","February 22, 2022",2021-05-29,NA,Interventional,Not Applicable,183,Completed,Online Peer-Delivered Group Cognitive Behavioural Therapy for Postpartum Depression: A Randomized Controlled Trial,Peer Administered Online CBT for PPD
NCT04923698,2021-06-07,"January 24, 2019","March 30, 2020","March 30, 2020",2021-06-07,NA,Interventional,Not Applicable,40,Completed,Yoga on Postpartum Depression,Effect of Yoga on Postpartum Depression
NCT04925765,2024-04-09,"September 1, 2021","October 15, 2021","September 30, 2021",2021-06-07,2022-09-28,Interventional,Not Applicable,6,Completed,Virtual Reality Biofeedback for Postpartum Anxiety and Depression,Virtual Reality Biofeedback for Postpartum Anxiety and Depression
NCT04928742,2022-07-22,"March 30, 2020","March 2, 2022","March 2, 2022",2021-04-09,NA,Interventional,Not Applicable,159,Completed,Online Public Health Nurse-Delivered Group Cognitive Behavioural Therapy for Postpartum Depression,Online PHN CBT for PPD
NCT04933708,2022-10-06,"July 1, 2021","July 1, 2022","July 1, 2022",2021-06-13,NA,Interventional,Not Applicable,201,Completed,The Effect of a Labor Podcast Intervention on Patient Satisfaction and Postpartum Depression in Nulliparous Women,LaPPS: Labor Podcast for Patient Satisfaction
NCT04934488,2023-02-24,"June 7, 2021","February 18, 2022","February 18, 2022",2021-05-13,NA,Interventional,Not Applicable,404,Completed,Online 1-Day Peer-Delivered Cognitive Behavioural Therapy (CBT)-Based Workshops for Postpartum Depression,Online Peer-Delivered 1-Day CBT Workshops for PPD
NCT04940585,2023-11-08,"March 4, 2021","February 28, 2024","February 28, 2024",2021-04-30,NA,Interventional,Not Applicable,51,"Active, not recruiting","Reach Out, Stay Strong, Essentials for Mothers of Newborns (ROSE), a Study of a Postpartum Depression Prevention Intervention Among Pregnant Women in a Women's Health Clinic",ROSE in Sunset Park
NCT04950868,2022-03-18,"March 18, 2022","December 31, 2024","March 31, 2023",2021-06-11,NA,Interventional,Phase 1,30,Recruiting,"A Pilot Study on the Safety, Tolerability, and Effectiveness of Quetiapine in Postpartum Depression","The Safety, Tolerability, and Effectiveness of Quetiapine in Postpartum Depression"
NCT04964206,2023-04-01,"October 14, 2022",May 2026,May 2024,2021-07-06,NA,Observational [Patient Registry],NA,5580,Recruiting,"Impact of Maternal Neuraxial Labor Analgesia on Offspring Neurodevelopment. A Multicenter, Prospective, Longitudinal Cohort Study",Neuraxial Labor Analgesia and Offspring Neurodevelopment
NCT04998565,2021-08-03,"September 12, 2017","July 31, 2019","June 30, 2018",2017-10-08,NA,Interventional,Not Applicable,2,Terminated,Comparing the add-on Effectiveness of Electro-acupuncture or Transcutaneous Electrical Nerve Stimulation in Early Postpartum Breast Engorgement: A Pilot Randomized Pragmatic Trial,Add-on Effectiveness of EA or TENS in Early Postpartum Breast Engorgement
NCT04998721,2023-12-18,"November 1, 2022","June 1, 2025","March 1, 2025",2021-07-22,NA,Interventional,Phase 2,60,Recruiting,A Dyadic Approach to Perinatal Depression in Primary Care: Maternal Infant and Dyadic Care (MInD),A Dyadic Approach to Perinatal Depression in Primary Care: Maternal Infant and Dyadic Care
NCT05000879,2021-08-05,"November 16, 2018","August 20, 2019","August 20, 2019",2021-08-05,NA,Interventional,Not Applicable,60,Completed,A Randomized Controlled Trial of Mental Health Outcomes and Putative Targets of an Online Mindfulness Program for New and Expectant Mothers,How Does Mindful Mood Balance for Moms Work?
NCT05038085,2022-04-07,"October 25, 2021",June 2022,"April 8, 2022",2021-07-16,NA,Interventional,Not Applicable,56,Unknown status,The Effect of Health Education and Progressive Muscle Relaxation Exercise Program Applied Online on Postpartum Depression and Maternal Attachment: a Randomized Controlled Study,Postpartum Depression and Maternal Attachment
NCT05040581,2023-02-28,"June 1, 2022","December 31, 2022","December 31, 2022",2021-06-09,NA,Interventional,Not Applicable,37,Completed,Online 1-Day Cognitive Behavioural Therapy-Based Workshops for Preventing Postpartum Depression: A Pilot Study,1 Day Workshops for Preventing PPD: A Pilot Study
NCT05044455,2024-04-15,"March 28, 2022","December 31, 2023","December 31, 2023",2021-09-02,NA,Interventional,Not Applicable,191,Completed,Online Peer-Delivered Group CBT for Postpartum Depression,Online Peer-Delivered Group CBT for PPD
NCT05044546,2023-09-12,"October 19, 2021","April 30, 2024","March 31, 2024",2021-09-09,NA,Interventional,Not Applicable,99,Recruiting,Pilot Study to Evaluate a Behavioral Activation Prenatal and Postpartum Intervention for Depressed Pregnant Smokers,A Behavioral Activation Prenatal and Postpartum Intervention for Depressed Pregnant Smokers
NCT05046405,2021-09-07,"October 2, 2022","September 30, 2026","January 31, 2024",2021-07-20,NA,Interventional,Not Applicable,50,Not yet recruiting,Home-based Transcranial Direct Current Stimulation in Postpartum Depression: the Feasibility Study and Pilot Study,Home-based Transcranial Direct Current Stimulation in Postpartum Depression: the Feasibility Study and Pilot Study
NCT05055674,2021-09-14,September 2021,July 2022,March 2022,2021-08-31,NA,Interventional,Not Applicable,264,Unknown status,Randomized Controlled Trial Testing the Effects of Motherly: a Standalone Smartphone Application Treatment for Women With Postpartum Depression,The Effects of Motherly on Postpartum Depression
NCT05059600,2023-06-26,"October 8, 2021","July 14, 2022","July 14, 2022",2021-09-17,2023-06-26,Interventional,Phase 4,52,Completed,Assessment of Safe-use Conditions for Administration of ZULRESSO in a Home Setting,A Study To Assess The Safe-Use Conditions For Administration of ZULRESSO® in a Home Setting
NCT05077644,2021-10-01,"October 1, 2021","December 31, 2021","December 31, 2021",2021-10-01,NA,Interventional,Not Applicable,65,Unknown status,Mobile Application in the Management of Mild to Moderate Postpartum Depression (PPD),Mobile Application in the Management of Mild to Moderate Postpartum Depression (PPD)
NCT05097586,2023-04-24,"November 8, 2021",October 2026,January 2024,2021-10-01,NA,Interventional,Not Applicable,156,Recruiting,Randomized Controlled Trial of At-home Transcranial Direct Current Stimulation (tDCS) for Depression in Pregnancy,RCT of At-Home tDCS for Depression in Pregnancy
NCT05110456,2023-11-01,"November 9, 2021","August 30, 2025","August 30, 2024",2021-10-13,NA,Interventional,Not Applicable,510,"Active, not recruiting","Starting Before Birth to Prevent Maternal Mental Health Problems: ""Parents and Babies"" Program (Programme ""Toi, Moi, Bébé"")",To Evaluate the Effectiveness of a Virtual and Telephone Intervention for the Prevention of Postpartum Depression in Women at Risk
NCT05133583,2021-11-13,"April 20, 2021","September 10, 2021","June 2, 2021",2021-11-13,NA,Interventional,Not Applicable,104,Completed,Effect of Laughter Yoga Therapy on Postpartum Depression,Effect of Laughter Yoga Therapy on Postpartum Depression
NCT05137925,2024-01-22,"September 1, 2023",June 2025,January 2025,2021-10-26,NA,Interventional,Not Applicable,50,Recruiting,Exploring Mechanisms of Change in a Pilot Randomized Trial of Mindfulness-Based Cognitive Therapy to Promote Well-being During Pregnancy and Postpartum Among At-risk Pregnant Women,Mindful Moms: Mechanisms of Mindfulness-based Cognitive Therapy During Pregnancy and Postpartum
NCT05148260,2022-11-15,"September 1, 2023","August 30, 2026","August 30, 2026",2021-11-11,NA,Interventional,Not Applicable,80,Not yet recruiting,Tackling Postnatal Depression: Culturally Adapted Learning Through Play Plus (LTP+) Intervention for Depressed British Mothers of African and Caribbean Origin,Tackling Postnatal Depression: Culturally Adapted Learning Through Play Plus (LTP+) Intervention for British Mothers of African and Caribbean Origin
NCT05159726,2023-01-30,"July 5, 2022","December 31, 2022","August 20, 2022",2021-12-08,NA,Interventional,Not Applicable,200,Completed,YOU MATTER: Using Video Education to Improve Patient Knowledge of Severe Maternal Morbidity (SMM) Warning Signs,Postpartum Video Education
NCT05173285,2022-05-13,"June 3, 2020","March 28, 2022","March 28, 2022",2021-11-05,NA,Interventional,Not Applicable,138,Completed,Feasibility and Acceptability of a Brief Internet-Based Acceptance and Commitment Therapy Intervention for Parents in the Postpartum: A Feasibility Randomized Control Trial,Brief Internet-Based Acceptance and Commitment Therapy Intervention for Parents in the Postpartum
NCT05186272,2023-04-24,"June 14, 2022","March 1, 2025","March 1, 2025",2021-12-14,NA,Interventional,Phase 3,600,Enrolling by invitation,mHealth Mindfulness Intervention for Pregnant Black and Latina Women at Risk of Postpartum Depression,mHealth Mindfulness Intervention for Pregnant Black and Latina Women at Risk of Postpartum Depression
NCT05196152,2024-04-15,"March 3, 2022","September 30, 2024","April 30, 2024",2021-11-19,NA,Interventional,Not Applicable,200,"Active, not recruiting",MomMoodBooster Randomized Components Trial: A Program for Perinatal Depressed Female Veterans,MomMoodBooster VA Program
NCT05206552,2022-09-19,"January 25, 2022","July 25, 2023","January 25, 2023",2022-01-12,NA,Observational,NA,200,Recruiting,"The Correlation Between Maternal Infant Bonding , Pain and Postpartum Depression a Prospective Observational Cohort Study","The Correlation Between Maternal Infant Bonding, Pain and Postpartum Depression"
NCT05209789,2024-02-14,"December 18, 2023",December 2026,December 2026,2022-01-11,NA,Interventional,Not Applicable,104,Recruiting,HUGS : Early Intervention to Protect the Mother-Child Relationship After Postpartum Depression: A Randomized Comparative Trial of the Cognitive Behavioral Therapy Program,Early Intervention to Protect the Mother-Child Relationship After Postpartum Depression
NCT05215028,2022-01-18,"November 11, 2021","January 7, 2022","January 7, 2022",2022-01-18,NA,Observational [Patient Registry],NA,4346,Completed,Optimization of Mother-child Dyad Follow-up by a Multidomain Application: Real-world Cross Sectional Study,Optimization of Mother-child Dyad Follow-up by a Multidomain Application: Real-world Cross Sectional Study
NCT05217251,2022-03-22,"March 1, 2022",December 2024,February 2023,2022-01-16,NA,Observational,NA,330,Recruiting,The Values of Electroencephalography (EEG) Alterations of Uterine Contractions in the First Stage of Labor Predicting Postpartum Depression: a Prospective Cohort Study,EEG Alterations of Uterine Contractions in the First Stage of Labor Predicting Postpartum Depression
NCT05225025,2022-06-09,"July 5, 2021","May 2, 2022","May 2, 2022",2022-01-07,NA,Interventional,Not Applicable,45,Completed,A Pilot Trial of the ROSE Postpartum Depression Prevention Intervention in Antepartum Patients Admitted to High-risk Obstetrics Unit,"A Pilot Trial of the Reach Out, Stay Strong, Essentials for Mothers of Newborns (ROSE) Postpartum Depression Prevention Intervention in Pregnant Patients Admitted to Strong Hospital"
NCT05225987,2022-02-07,"June 1, 2021","December 24, 2021","December 24, 2021",2021-06-11,NA,Interventional,Not Applicable,61,Completed,"The Effect of Nurse Navigation Program Developed for Postpartum Mothers on Mothers' Self-Care Power, Quality of Life, Anxiety and Depression Risks, and Physical Symptom Severity",Effects of Postpartum Nurse Navigation Program
NCT05229913,2022-01-27,"February 20, 2022","June 30, 2023","September 30, 2022",2022-01-05,NA,Interventional,Phase 4,500,Unknown status,Effects of Different Concentrations of Esketamine on Postpartum Depression After Cesarean Section,Effects of Esketamine on Postpartum Depression
NCT05268588,2024-04-01,"July 1, 2024","June 30, 2027","June 30, 2027",2022-02-24,NA,Interventional,Not Applicable,2100,Not yet recruiting,Effectiveness of an mHealth Interactive Education and Social Support Intervention for Improving Postnatal Health,mHealth India Postnatal Health Intervention Effectiveness
NCT05269732,2023-08-24,"June 17, 2022","December 31, 2025","December 31, 2025",2022-02-15,NA,Interventional,Not Applicable,172,Recruiting,The Impact of Treating Postpartum Depression on Infant Emotion Regulation,CBT for Postpartum Depression and Infant Emotion Regulation
NCT05275413,2022-08-18,"June 16, 2022","December 31, 2023","June 30, 2023",2022-03-02,NA,Interventional,Not Applicable,1578,Recruiting,Engaging the Whole Family to Support Expectant Mothers: A Family-based mHealth Intervention to Reduce Maternal Postnatal Depression and Promote Family Health,mHealth Intervention to Reduce Maternal Postnatal Depression and Promote Family Health
NCT05285215,2023-08-08,"April 18, 2022","December 31, 2026","December 31, 2025",2022-03-09,NA,Interventional,Not Applicable,1480,Recruiting,Integrated Psychological Program for Management of Postnatal Depression and Persistent Postpartum Pain After Childbirth: CODEPAD - II (Collaborative Outcomes of DEpression and Pain Associated With Delivery- II),Integrated Psychological Program for Management of Postnatal Depression and Persistent Postpartum Pain After Childbirth
NCT05295069,2022-03-21,"July 1, 2019","March 9, 2021","April 1, 2020",2022-03-09,NA,Interventional,Not Applicable,112,Completed,Can Postpartum Depression Be Prevented With Care Provided To Primiparas Using Levine's Conservation Model: Single-Blind Randomized Controlled Experimental Study,Can Postpartum Depression Be Prevented With Care
NCT05299398,2022-08-10,"September 1, 2022","March 31, 2024","July 31, 2023",2021-12-30,NA,Interventional,Phase 1,28,Not yet recruiting,Prevention of Postpartum Depression: A Pilot Placebo-controlled Trial of Trazodone,Prevention of Postpartum Depression: A Pilot Placebo-controlled Trial of Trazodone
NCT05314361,2023-08-24,"March 18, 2022","April 1, 2023","April 1, 2023",2022-03-21,NA,Interventional,Not Applicable,119,Completed,Online Public Health Nurse Delivered 1-Day Cognitive Behavioural Therapy (CBT)-Based Workshops for Postpartum Depression Symptoms: Pilot Study,Public Health Nurse-Delivered 1-Day CBT Workshops Pilot
NCT05322161,2023-06-18,"September 29, 2021","November 10, 2023","September 29, 2023",2022-03-03,NA,Interventional,Not Applicable,40,Recruiting,Yoga in the NICU for Parents (YiN): a Clinical Pilot Study,Yoga in the NICU for Parents Study
NCT05345834,2023-02-06,"August 22, 2022",August 2024,April 2024,2022-03-02,NA,Interventional,Not Applicable,700,Recruiting,Advancing Perinatal Mental Health and Well-Being: The DC Mother-Infant Behavioral Wellness Program,The DC Mother-Infant Behavioral Wellness Program
NCT05353491,2024-03-21,"June 13, 2022","September 30, 2024","May 1, 2024",2022-03-28,NA,Interventional,Not Applicable,980,"Active, not recruiting",Technology-assisted Cognitive-behaviour Therapy Delivered by Peers Versus Standard Cognitive Behaviour Therapy Delivered by Community Health Workers for Perinatal Depression: A Cluster Randomised Controlled Non-inferiority Trial,Thinking Healthy Program-Technology Assisted (THP-TA)
NCT05356026,2022-04-26,"March 10, 2021","September 28, 2021","August 20, 2021",2022-04-20,NA,Interventional,Not Applicable,62,Completed,The Effect of the Online Postpartum Follow-up on Depression and Postpartum Adaptation: A Randomized Controlled Study,Online Postpartum Follow-up on Depression and Postpartum Adaptation
NCT05362305,2024-03-04,May 2024,January 2025,September 2024,2022-04-22,NA,Interventional,Not Applicable,180,Not yet recruiting,Essential Coaching for Every Mother: Developing and Evaluating a Text Message Postnatal Education Intervention for Mothers of Newborns in Tanzania,Essential Coaching for Every Mother in Tanzania
NCT05382884,2023-05-08,"April 20, 2022","May 1, 2023","April 1, 2023",2022-05-09,NA,Interventional,Phase 2,103,Completed,The SUPPORT Study: Survey and Development of a Universally Accessible Postpartum Online Resource for the Treatment of Postpartum Depression,The SUPPORT Study: Effectiveness and Usability of a Web-Enabled Resource for Postpartum Mental Health
NCT05399784,2023-07-31,"February 1, 2021","June 1, 2023","April 1, 2023",2021-10-20,NA,Interventional,Not Applicable,162,Completed,Postpartum Visit Timing and the Effect on Visit Attendance,Postpartum Visit Timing and the Effect on Visit Attendance
NCT05400161,2023-09-11,"November 18, 2022","May 31, 2025","May 31, 2025",2022-05-27,NA,Interventional,Not Applicable,90,Recruiting,Social Media-Based Parenting Program for Women With Postpartum Depressive Symptoms,Social Media-Based Parenting Program for Women With Postpartum Depressive Symptoms: Impact on Child Development
NCT05400382,2022-05-27,"July 1, 2023","March 31, 2026","March 31, 2026",2022-05-27,NA,Interventional,Not Applicable,75,Not yet recruiting,Optimizing Mindfulness to Reduce Post-cesarean Pain and Prevent Postpartum Depression,Mindfulness to Reduce Post-cesarean Pain and Prevent Postpartum Depression
NCT05423093,2023-12-01,"June 9, 2022","September 9, 2024","November 30, 2023",2022-05-31,NA,Interventional,Not Applicable,32,Recruiting,Pediatric Group Well Child Visits for Detection of Maternal Depression in Latinas,Virtual Group Psychoeducational Discussions With Spanish-Speaking Mothers of Infants in Pediatric Primary Care
NCT05444179,2022-06-29,"August 1, 2022","December 30, 2022","October 1, 2022",2022-04-13,NA,Interventional,Not Applicable,32,Not yet recruiting,The Effectiveness of Nutrition and Physical Activity Intervention on Psychosocial Well-Being of Mothers With Preterm Infants in Selangor,Nutrition and Physical Activity Intervention on Psychosocial Well-Being of Postpartum Mothers
NCT05453734,2022-07-11,"November 20, 2018","June 30, 2019","June 30, 2019",2022-06-22,NA,Interventional,Not Applicable,70,Completed,The Effect of Progressive Muscle Relaxation Exercises on Breastfeeding Self-Efficacy and Depression Level of Mothers With Preterm Infants: A Randomized Controlled Study,The Effect of Progressive Muscle Relaxation Exercises
NCT05484999,2024-02-09,"May 16, 2022","December 30, 2024","June 30, 2024",2022-06-16,NA,Interventional,Not Applicable,84,"Active, not recruiting",The Maternal Well-Being Study: A Feasibility and Acceptability Trial of Postpartum Support Interventions,The Maternal Well-Being Study
NCT05503056,2024-04-16,"September 1, 2022","April 13, 2024","August 30, 2023",2022-03-20,NA,Interventional,Not Applicable,100,Completed,The Utilization of Art Therapy During Pregnancy to Reduce the Incidence of Postpartum Depression,Art Therapy in Obstetric Patients
NCT05518162,2023-09-26,"July 17, 2023","July 1, 2025","July 1, 2025",2022-08-24,NA,Interventional,Not Applicable,152,Recruiting,InBloom App vs ROSE Outcomes and Mechanisms,"Treatment of Post-partum Depression Using an Behavioral Intervention Called ROSE (Reach Out, Stay Strong, Essentials for Mothers of Newborns) Delivered Using an Electronic App"
NCT05520580,2022-08-25,"May 1, 2020","March 20, 2021","March 20, 2021",2022-08-19,NA,Interventional,Not Applicable,100,Completed,Effect of Mother's Active Pushing at Cesarean Delivery,Effect of Mother's Push at Cesarean Delivery Mother's PUSHING AT CS A RANDOMIZED CONTROLLED TRIAL
NCT05543746,2023-10-03,"August 5, 2022",March 2024,March 2024,2022-09-13,NA,Observational,NA,10,Recruiting,Dynamic Neural Mechanisms of Brexanolone-induced Antidepressant Effects in Postpartum Depression: a Feasibility Study,Dynamic Neural Mechanisms of Brexanolone-induced Antidepressant Effects in Postpartum Depression
NCT05551195,2023-07-18,"November 16, 2022","May 10, 2023","May 10, 2023",2022-09-19,NA,Interventional,Not Applicable,7,Terminated,"A Multicenter, Randomized, Double-Blind, Controlled Study Evaluating the Efficacy and Safety of a Digital Therapeutic as an Adjunct to Treatment as Usual Among Women With Mild to Moderate Postpartum Depression",[Study Evaluating the Efficacy and Safety of a Digital Therapeutic as an Adjunct to TAU in Postpartum Depression]
NCT05573009,2023-10-04,"March 1, 2022","July 31, 2023","March 31, 2023",2022-10-05,NA,Interventional,Not Applicable,60,Completed,The Effect of Stress Reduction Program Based on Cognitive Behavioral Approach on Pregnancy Process and Mental Health in High Risk Pregnant Women,The Effect of Stress Reduction Program on Pregnancy Process and Mental Health in High Risk Pregnant Women
NCT05585164,2023-10-19,"November 1, 2022",July 2027,July 2025,2022-10-14,NA,Interventional,Not Applicable,60,Recruiting,Engage & Connect: A Novel Social Reward Psychotherapy for Postpartum Depression,Engage & Connect: A Psychotherapy for Postpartum Depression
NCT05588089,2022-10-19,"February 4, 2022","September 27, 2022","June 28, 2022",2022-10-12,NA,Interventional,Not Applicable,64,Completed,"The Effect of Baby Care Training Given to Fathers After Birth on Paternal Attachment, Maternal Postpartum Depression and Quality of Life",The Effect of Baby Care Training Given to Fathers After Birth
NCT05595486,2023-07-19,"November 9, 2022","March 1, 2025","December 1, 2024",2022-05-05,NA,Interventional,Not Applicable,640,Recruiting,Baby2Home (B2H) Mobile Health Application: A Randomized-Controlled Trial,Baby2Home (B2H) Mobile Health Application
NCT05595512,2022-10-22,"January 30, 2014","April 30, 2021","March 30, 2021",2022-10-22,NA,Observational,NA,73,Completed,Risk Factors for Developing Maternal Postpartum Depression; A Retrospective Cross-sectional Study,Postpartum Depression
NCT05622305,2024-04-15,"October 11, 2022","December 31, 2024","December 31, 2024",2022-11-11,NA,Interventional,Not Applicable,451,"Active, not recruiting",Public Health Nurse-Delivered 1-Day Cognitive Behavioural Therapy-Based Workshops for Postpartum Depression: A Randomized Controlled Trial,Public Health Nurse-Delivered 1-Day CBT Workshops for PPD
NCT05643898,2022-12-01,"March 1, 2023","November 1, 2023","November 1, 2023",2022-11-22,NA,Interventional,Not Applicable,66,Not yet recruiting,"Feasibility and Acceptability Study of ""Mamá, te Entiendo"": an App-based Intervention for Reducing Depressive Symptoms in Postpartum Women","""Mamá, te Entiendo"" App-based Intervention for Reducing Depressive Symptoms in Postpartum Women"
NCT05654987,2022-12-14,"December 1, 2022","October 1, 2023","July 31, 2023",2022-11-14,NA,Observational [Patient Registry],NA,600,Recruiting,Perinatal Mental Health for Refugee Women. An International Study,Perinatal Mental Health for Refugee Women
NCT05655104,2022-12-08,January 2023,December 2023,June 2023,2022-11-30,NA,Observational,NA,30,Not yet recruiting,Effects of Couplet Care on Parents and Parent-infant Dyad in Neonatal Intensive Care Unit: Before and After Comparison Study,Effects of the Couplet Care in Neonatal Intensive Care Unit
NCT05657886,2022-12-19,"July 5, 2020","March 2, 2022","January 5, 2021",2022-12-12,NA,Interventional,Not Applicable,160,Completed,"The Effect of Half Swaddle and Kangaroo Care Practıces Initiated in The Early Period In Preterm Infants on Breastfeeding, Mother-Infant Attachment, Maternal Sleep Quality and Postpartum Depression","Half Swaddle and Kangaroo Care in Preterm on Breastfeeding, Infant Attachment, Sleep Quality and Depression of Mothers"
NCT05662423,2024-03-25,"November 8, 2023","January 31, 2025","January 31, 2025",2022-12-07,NA,Interventional,Not Applicable,136,Recruiting,The Effects of Expressive Writing Following Traumatic Childbirth,Preventing Childbirth-Related PTSD With Expressive Writing
NCT05664529,2022-12-16,"August 1, 2022","December 1, 2023","September 1, 2023",2022-12-16,NA,Observational,NA,120,Enrolling by invitation,Evaluation of Mother-Child Interactions During Feeding in Toddlers,Mother-Child Interactions During Feeding
NCT05676918,2023-06-05,"January 16, 2023",June 2024,June 2024,2022-11-10,NA,Interventional,Not Applicable,98,Recruiting,Maternal Well-being in the Postnatal Stage: Evaluation of Cognitive Biases and Validation of a Psychological Intervention,Maternal Well-being in the Postnatal Stage
NCT05693792,2023-05-04,"February 1, 2023","June 8, 2024","June 8, 2024",2023-01-11,NA,Observational,NA,0,Withdrawn,A Six-Month Prospective Follow-Up Study of WB001 in Mild to Moderate Postpartum Depression,A Six-Month Prospective Follow-Up Study of WB001
NCT05698394,2023-01-24,"June 19, 2020",November 2024,August 2024,2023-01-16,NA,Interventional,Phase 4,364,"Active, not recruiting",Effect of Intravenous Low-dose Esketamine on Maternal Depression at 2 Years After Childbirth in Women With Prenatal Depression: 2-year Follow-up of a Randomized Controlled Trial,Effect of Low-dose Esketamine on Maternal Depression at 2 Years After Childbirth
NCT05700760,2023-07-31,"June 5, 2023","December 31, 2027","December 31, 2027",2023-01-17,NA,Interventional,Phase 3,2320,Recruiting,The ROSE Scale-up Study: Informing a Decision About ROSE as Universal Postpartum Depression Prevention,The ROSE Scale-up Study: Informing a Decision About ROSE as Universal PPD Prevention
NCT05751746,2023-02-26,"January 30, 2023","February 28, 2024","December 31, 2023",2023-01-30,NA,Observational [Patient Registry],NA,108,Recruiting,The Effect of Peripartum Magnesium Sulfate Use on the Occurrence of Postpartum Depression,The Effect of Peripartum Magnesium Sulfate Use on the Occurrence of Postpartum Depression
NCT05753176,2023-12-12,"November 10, 2022","March 10, 2025","March 10, 2025",2023-01-26,NA,Interventional,Not Applicable,408,Recruiting,Online 1-Day CBT-Based Workshops for Preventing Postpartum Depression: A Randomized Controlled Trial,Online 1-Day CBT-Based Workshops for Preventing Postpartum Depression
NCT05762133,2024-03-13,"August 27, 2020","October 31, 2024","October 31, 2024",2023-02-27,NA,Interventional,Not Applicable,100,"Active, not recruiting",African-American Social Support Effectiveness Treatment-Partners Alleviating Perinatal Depression,African-American Social Support Effectiveness Treatment
NCT05763537,2023-03-08,"March 1, 2024",February 2025,February 2025,2023-02-01,NA,Interventional,Not Applicable,75,Not yet recruiting,Understanding the Role of Doulas in Supporting People With PMADs,Understanding the Role of Doulas in Supporting People With PMADs
NCT05764213,2023-07-11,"April 3, 2023","October 1, 2025","July 31, 2025",2023-02-17,NA,Interventional,Not Applicable,9444,Enrolling by invitation,Improving Maternal Mental Health & Substance Use Disorder Screening and Treatment,Improving Maternal Mental Health & SUD Screening and Treatment
NCT05766475,2023-05-15,"March 13, 2023",June 2027,June 2027,2023-03-01,NA,Interventional,Not Applicable,900,Recruiting,Group-based Prevention of Postpartum Depression: In-person vs. Virtual Delivery,In-person vs. Virtual Delivery of a Group-based Prevention of Postpartum Depression
NCT05772897,2023-11-28,"August 3, 2023","June 1, 2035","April 1, 2035",2023-02-08,NA,Interventional,Not Applicable,750,Recruiting,Effects of Attachment-Focused Parenting Intervention on Postpartum Depression and Biological Markers of Stress in Mothers and Their Infants,Parenting Skills Group for Mothers With Postpartum Depression
NCT05784116,2023-03-13,"April 1, 2022","November 24, 2024","November 24, 2024",2023-03-13,NA,Observational,NA,300,Recruiting,"Immune/Inflammatory Biomarkers in Postpartum Depression: Pathogenetic Mechanisms, MRI Endophenotypes, and Predictive Biomarkers",Immune/Inflammatory Biomarkers in Postpartum Depression
NCT05800509,2023-03-23,April 2023,July 2024,July 2024,2023-02-07,NA,Interventional,Not Applicable,226,Not yet recruiting,Gestational Diabetes and Depression in Pregnancy and the Postpartum Period Among Primipara Women: A Longitudinal Study and Interventive Program,Gestational Diabetes and Perinatal Depression: an Intervention Program
NCT05804708,2023-10-31,"March 2, 2023",December 2023,December 2023,2023-03-27,NA,Interventional,Phase 2,15,Recruiting,A Phase 2 Clinical Trial of GH001 in Patients With Postpartum Depression,Phase 2 Clinical Trial of GH001 in Postpartum Depression
NCT05806463,2024-01-08,"May 4, 2023","December 31, 2023","October 30, 2023",2023-03-28,NA,Interventional,Not Applicable,328,Completed,Efficacy of a Simplified Cognitive Behavioral Therapy Approach to Support Postpartum Mental Health and Address Social and Behavioral Barriers to Postpartum Family Planning in Ethiopia: A Cluster Randomized Controlled Trial,Efficacy of Mother's Time in Ethiopia
